timestamp,sala,temperatura_c,umidade_pct,luminosidade_lux,ar_condicionado,pessoas_estimadas,conforto
2025-03-04 20:30:00,lab_optica,22.24,68.9,0,0,0,confortavel
2025-03-04 20:45:00,lab_optica,22.03,67.4,0,0,0,confortavel
2025-03-04 21:00:00,lab_optica,20.46,70.7,0,0,0,confortavel
2025-03-04 21:15:00,lab_optica,20.81,73.8,0,0,0,confortavel
2025-03-04 21:30:00,lab_optica,20.86,74.2,0,0,0,confortavel
2025-03-04 21:45:00,lab_optica,20.95,71.6,0,0,0,confortavel
2025-03-04 22:00:00,lab_optica,19.6,72.2,8,0,0,frio
2025-03-04 22:15:00,lab_optica,19.3,74.3,0,0,0,frio
2025-03-04 22:30:00,lab_optica,19.67,74.3,35,0,0,frio
2025-03-04 22:45:00,lab_optica,20.6,69.5,0,0,0,frio
2025-03-04 23:00:00,lab_optica,19.61,73.7,9,0,0,frio
2025-03-04 23:15:00,lab_optica,20.05,73.9,5,0,0,frio
2025-03-04 23:30:00,lab_optica,20.14,70.5,0,0,0,frio
2025-03-04 23:45:00,lab_optica,19.39,75.4,0,0,0,frio
2025-03-05 00:00:00,lab_optica,19.04,77.6,5,0,0,frio
2025-03-05 00:15:00,lab_optica,19.02,74.2,0,0,0,frio
2025-03-05 00:30:00,lab_optica,19.82,73.3,0,0,0,frio
2025-03-05 00:45:00,lab_optica,18.94,73,27,0,0,frio
2025-03-05 01:00:00,lab_optica,19.54,71.8,15,0,0,frio
2025-03-05 01:15:00,lab_optica,18.92,77.2,0,0,0,frio
2025-03-05 01:30:00,lab_optica,19.95,70.1,0,0,0,frio
2025-03-05 01:45:00,lab_optica,19.1,75.1,0,0,0,frio
2025-03-05 02:00:00,lab_optica,20.16,70.4,29,0,0,confortavel
2025-03-05 02:15:00,lab_optica,20.2,70.4,18,0,0,confortavel
2025-03-05 02:30:00,lab_optica,19.61,71.9,1,0,0,frio
2025-03-05 02:45:00,lab_optica,20.22,71.4,16,0,0,confortavel
2025-03-05 03:00:00,lab_optica,20.78,71.6,4,0,0,confortavel
2025-03-05 03:15:00,lab_optica,20.73,71.8,0,0,0,frio
2025-03-05 03:30:00,lab_optica,20.7,71.2,0,0,0,confortavel
2025-03-05 03:45:00,lab_optica,21.37,65.9,26,0,0,confortavel
2025-03-05 04:00:00,lab_optica,21.45,70,3,0,0,confortavel
2025-03-05 04:15:00,lab_optica,20.71,67.8,0,0,0,confortavel
2025-03-05 04:30:00,lab_optica,21.44,72.9,23,0,0,confortavel
2025-03-05 04:45:00,lab_optica,21.41,73.8,1,0,0,confortavel
2025-03-05 05:00:00,lab_optica,22.41,67.6,24,0,0,confortavel
2025-03-05 05:15:00,lab_optica,23.4,66.7,0,0,0,confortavel
2025-03-05 05:30:00,lab_optica,23.06,69.8,0,0,0,confortavel
2025-03-05 05:45:00,lab_optica,22.7,68.6,0,0,0,confortavel
2025-03-05 06:00:00,lab_optica,25.37,65.1,0,0,0,confortavel
2025-03-05 06:15:00,lab_optica,24.51,68.3,14,0,0,confortavel
2025-03-05 06:30:00,lab_optica,25.18,70,0,0,0,confortavel
2025-03-05 06:45:00,lab_optica,24.68,69.3,37,0,0,confortavel
2025-03-05 07:00:00,lab_optica,26.01,63.5,126,0,0,confortavel
2025-03-05 07:15:00,lab_optica,26.1,66.7,93,0,0,confortavel
2025-03-05 07:30:00,lab_optica,25.38,62.7,60,0,0,confortavel
2025-03-05 07:45:00,lab_optica,26.03,67.9,90,0,0,confortavel
2025-03-05 08:00:00,lab_optica,26.23,59.8,413,1,2,quente
2025-03-05 08:15:00,lab_optica,25.76,58,444,1,4,quente
2025-03-05 08:30:00,lab_optica,25.1,63.3,435,1,0,confortavel
2025-03-05 08:45:00,lab_optica,25.05,57.7,437,1,2,confortavel
2025-03-05 09:00:00,lab_optica,27.66,58.1,477,1,4,quente
2025-03-05 09:15:00,lab_optica,27.2,57.4,527,1,6,quente
2025-03-05 09:30:00,lab_optica,26.24,62.8,556,1,8,quente
2025-03-05 09:45:00,lab_optica,27.23,58.5,463,1,5,quente
2025-03-05 10:00:00,lab_optica,27.72,53.2,528,1,3,quente
2025-03-05 10:15:00,lab_optica,28.06,56.2,562,1,7,quente
2025-03-05 10:30:00,lab_optica,27.5,61.7,578,1,3,quente
2025-03-05 10:45:00,lab_optica,27.15,58,566,1,1,quente
2025-03-05 11:00:00,lab_optica,29.12,54.1,625,1,11,quente
2025-03-05 11:15:00,lab_optica,27.79,54.4,614,1,1,quente
2025-03-05 11:30:00,lab_optica,28.15,56.8,635,1,4,quente
2025-03-05 11:45:00,lab_optica,28.47,54.6,636,1,4,quente
2025-03-05 12:00:00,lab_optica,28.16,53.8,627,1,0,quente
2025-03-05 12:15:00,lab_optica,28.2,55.9,598,1,6,quente
2025-03-05 12:30:00,lab_optica,29.31,54.9,599,1,6,quente
2025-03-05 12:45:00,lab_optica,28.26,54.6,569,1,4,quente
2025-03-05 13:00:00,lab_optica,27.78,61.6,599,1,1,quente
2025-03-05 13:15:00,lab_optica,28.87,51.8,599,1,5,quente
2025-03-05 13:30:00,lab_optica,28.29,53.9,608,1,6,quente
2025-03-05 13:45:00,lab_optica,28.78,57.2,614,1,4,quente
2025-03-05 14:00:00,lab_optica,28.03,58.7,626,1,6,quente
2025-03-05 14:15:00,lab_optica,28.62,57.8,550,1,9,quente
2025-03-05 14:30:00,lab_optica,27.74,59.6,580,1,1,quente
2025-03-05 14:45:00,lab_optica,27.64,54,593,1,5,quente
2025-03-05 15:00:00,lab_optica,27.24,57.3,510,1,7,quente
2025-03-05 15:15:00,lab_optica,27.63,57.9,505,1,11,quente
2025-03-05 15:30:00,lab_optica,26.88,59.1,515,1,3,confortavel
2025-03-05 15:45:00,lab_optica,27.87,58.3,505,1,11,quente
2025-03-05 16:00:00,lab_optica,25.96,61.9,420,1,3,quente
2025-03-05 16:15:00,lab_optica,26.04,60.6,467,1,4,confortavel
2025-03-05 16:30:00,lab_optica,25.52,61.4,409,1,0,confortavel
2025-03-05 16:45:00,lab_optica,27.22,58.4,432,1,11,confortavel
2025-03-05 17:00:00,lab_optica,24.78,64.7,344,1,5,confortavel
2025-03-05 17:15:00,lab_optica,24.68,57.9,360,1,6,confortavel
2025-03-05 17:30:00,lab_optica,24.83,64.2,365,1,6,confortavel
2025-03-05 17:45:00,lab_optica,25.13,62.2,335,1,6,confortavel
2025-03-05 18:00:00,lab_optica,24.7,66.3,238,0,6,confortavel
2025-03-05 18:15:00,lab_optica,26.41,62.9,257,0,9,quente
2025-03-05 18:30:00,lab_optica,24.23,64.4,206,0,1,confortavel
2025-03-05 18:45:00,lab_optica,24.78,69.7,214,0,1,confortavel
2025-03-05 19:00:00,lab_optica,23.1,71.2,25,0,0,confortavel
2025-03-05 19:15:00,lab_optica,23.58,68.9,0,0,0,confortavel
2025-03-05 19:30:00,lab_optica,23.3,68.5,0,0,0,confortavel
2025-03-05 19:45:00,lab_optica,22.9,68.1,55,0,0,confortavel
2025-03-05 20:00:00,lab_optica,21.33,68,40,0,0,confortavel
2025-03-05 20:15:00,lab_optica,22.35,68.2,0,0,0,confortavel
2025-03-05 20:30:00,lab_optica,22.22,66.2,0,0,0,confortavel
2025-03-05 20:45:00,lab_optica,21.28,73.3,0,0,0,confortavel
2025-03-05 21:00:00,lab_optica,21,69.4,82,0,0,confortavel
2025-03-05 21:15:00,lab_optica,21.05,72.4,0,0,0,confortavel
2025-03-05 21:30:00,lab_optica,20.86,69.9,13,0,0,confortavel
2025-03-05 21:45:00,lab_optica,19.51,71.7,0,0,0,frio
2025-03-05 22:00:00,lab_optica,20.15,72.2,51,0,0,frio
2025-03-05 22:15:00,lab_optica,19.26,74.3,28,0,0,frio
2025-03-05 22:30:00,lab_optica,19.59,70.2,13,0,0,frio
2025-03-05 22:45:00,lab_optica,20.33,71.7,43,0,0,confortavel
2025-03-05 23:00:00,lab_optica,19.23,65.8,0,0,0,frio
2025-03-05 23:15:00,lab_optica,20.29,72.7,25,0,0,confortavel
2025-03-05 23:30:00,lab_optica,19.1,72.6,29,0,0,confortavel
2025-03-05 23:45:00,lab_optica,19.98,78.5,2,0,0,frio
2025-03-03 00:00:00,sala_aula_302,18.73,75.7,0,0,0,frio
2025-03-03 00:15:00,sala_aula_302,18.87,76.6,25,0,0,frio
2025-03-03 00:30:00,sala_aula_302,19.57,72.9,0,0,0,frio
2025-03-03 00:45:00,sala_aula_302,19.16,73.5,0,0,0,frio
2025-03-03 01:00:00,sala_aula_302,20.39,69.9,0,0,0,frio
2025-03-03 01:15:00,sala_aula_302,19.28,68.6,12,0,0,frio
2025-03-03 01:30:00,sala_aula_302,19.33,75.7,2,0,0,frio
2025-03-03 01:45:00,sala_aula_302,19.16,73,12,0,0,frio
2025-03-03 02:00:00,sala_aula_302,20.35,75.4,5,0,0,frio
2025-03-03 02:15:00,sala_aula_302,19.28,69.5,9,0,0,frio
2025-03-03 02:30:00,sala_aula_302,19.41,76.7,0,0,0,frio
2025-03-03 02:45:00,sala_aula_302,20.1,72.7,0,0,0,confortavel
2025-03-03 03:00:00,sala_aula_302,20.73,68,0,0,0,confortavel
2025-03-03 03:15:00,sala_aula_302,20.89,73.2,0,0,0,confortavel
2025-03-03 03:30:00,sala_aula_302,21.03,72.1,0,0,0,confortavel
2025-03-03 03:45:00,sala_aula_302,21.28,70.5,0,0,0,confortavel
2025-03-03 04:00:00,sala_aula_302,21.98,74,13,0,0,confortavel
2025-03-03 04:15:00,sala_aula_302,21.86,68.3,36,0,0,confortavel
2025-03-03 04:30:00,sala_aula_302,21.98,69.4,62,0,0,confortavel
2025-03-03 04:45:00,sala_aula_302,21.36,70.6,22,0,0,confortavel
2025-03-03 05:00:00,sala_aula_302,23.84,66.8,0,0,0,confortavel
2025-03-03 05:15:00,sala_aula_302,23.18,67.7,15,0,0,confortavel
2025-03-03 05:30:00,sala_aula_302,23.47,69.8,0,0,0,confortavel
2025-03-03 05:45:00,sala_aula_302,23.17,69.6,0,0,0,confortavel
2025-03-03 06:00:00,sala_aula_302,24.22,65.6,0,0,0,confortavel
2025-03-03 06:15:00,sala_aula_302,24.85,70.3,0,0,0,confortavel
2025-03-03 06:30:00,sala_aula_302,24.19,68.2,0,0,0,confortavel
2025-03-03 06:45:00,sala_aula_302,24.77,64.7,0,0,0,confortavel
2025-03-03 07:00:00,sala_aula_302,26.19,63.6,91,0,0,quente
2025-03-03 07:15:00,sala_aula_302,26.11,65,97,0,0,confortavel
2025-03-03 07:30:00,sala_aula_302,25.53,68,61,0,0,confortavel
2025-03-03 07:45:00,sala_aula_302,26.08,66.8,98,0,0,quente
2025-03-03 08:00:00,sala_aula_302,28.79,58,460,1,18,quente
2025-03-03 08:15:00,sala_aula_302,26.96,57.2,420,1,11,quente
2025-03-03 08:30:00,sala_aula_302,27.07,55,435,1,15,confortavel
2025-03-03 08:45:00,sala_aula_302,27.05,58.5,386,1,16,quente
2025-03-03 09:00:00,sala_aula_302,27.35,57.8,538,1,5,quente
2025-03-03 09:15:00,sala_aula_302,27.08,58.8,528,1,10,quente
2025-03-03 09:30:00,sala_aula_302,28.41,57.6,485,1,15,quente
2025-03-03 09:45:00,sala_aula_302,27.48,63.7,514,1,9,quente
2025-03-03 10:00:00,sala_aula_302,29.59,53,636,1,13,quente
2025-03-03 10:15:00,sala_aula_302,28.81,55.8,595,1,13,quente
2025-03-03 10:30:00,sala_aula_302,30.12,51.6,582,1,19,quente
2025-03-03 10:45:00,sala_aula_302,28.68,58.9,587,1,10,quente
2025-03-03 11:00:00,sala_aula_302,28.8,58,648,1,8,quente
2025-03-03 11:15:00,sala_aula_302,29.11,54.9,644,1,10,quente
2025-03-03 11:30:00,sala_aula_302,28.44,54.8,631,1,6,quente
2025-03-03 11:45:00,sala_aula_302,29.95,55.6,621,1,15,quente
2025-03-03 12:00:00,sala_aula_302,30.39,56.6,614,1,13,quente
2025-03-03 12:15:00,sala_aula_302,29.33,60.4,623,1,11,quente
2025-03-03 12:30:00,sala_aula_302,29.53,54.7,642,1,15,quente
2025-03-03 12:45:00,sala_aula_302,28.26,60.2,622,1,8,quente
2025-03-03 13:00:00,sala_aula_302,29.19,56.9,639,1,12,quente
2025-03-03 13:15:00,sala_aula_302,29.11,53,607,1,10,quente
2025-03-03 13:30:00,sala_aula_302,29.49,51.9,591,1,11,quente
2025-03-03 13:45:00,sala_aula_302,29.83,55.2,572,1,11,quente
2025-03-03 14:00:00,sala_aula_302,28.75,54.1,615,1,12,quente
2025-03-03 14:15:00,sala_aula_302,29.56,54.6,577,1,18,quente
2025-03-03 14:30:00,sala_aula_302,30.1,54.7,605,1,18,quente
2025-03-03 14:45:00,sala_aula_302,28.27,58.1,551,1,11,quente
2025-03-03 15:00:00,sala_aula_302,26.88,59.6,509,1,10,quente
2025-03-03 15:15:00,sala_aula_302,28.35,56.2,514,1,14,quente
2025-03-03 15:30:00,sala_aula_302,28.74,56.9,504,1,15,quente
2025-03-03 15:45:00,sala_aula_302,27.81,58.6,490,1,9,quente
2025-03-03 16:00:00,sala_aula_302,26.89,58.9,430,1,12,quente
2025-03-03 16:15:00,sala_aula_302,27.62,54.8,456,1,18,quente
2025-03-03 16:30:00,sala_aula_302,27.97,55.7,461,1,11,quente
2025-03-03 16:45:00,sala_aula_302,26.88,55,431,1,11,quente
2025-03-03 17:00:00,sala_aula_302,25.24,60.1,367,1,9,confortavel
2025-03-03 17:15:00,sala_aula_302,25.14,56.6,342,1,16,confortavel
2025-03-03 17:30:00,sala_aula_302,24.75,64.3,341,1,13,confortavel
2025-03-03 17:45:00,sala_aula_302,25.97,58.8,301,1,14,quente
2025-03-03 18:00:00,sala_aula_302,25.77,64.3,202,0,12,quente
2025-03-03 18:15:00,sala_aula_302,27.3,65.2,293,0,14,quente
2025-03-03 18:30:00,sala_aula_302,26.34,63.3,226,0,9,quente
2025-03-03 18:45:00,sala_aula_302,24.43,69.6,201,0,3,confortavel
2025-03-03 19:00:00,sala_aula_302,23.07,67.7,0,0,0,confortavel
2025-03-03 19:15:00,sala_aula_302,23.04,68.7,0,0,0,confortavel
2025-03-03 19:30:00,sala_aula_302,23.04,68.9,22,0,0,confortavel
2025-03-03 19:45:00,sala_aula_302,23.19,68.3,0,0,0,confortavel
2025-03-03 20:00:00,sala_aula_302,21.86,66.6,0,0,0,confortavel
2025-03-03 20:15:00,sala_aula_302,22.04,68.2,20,0,0,confortavel
2025-03-03 20:30:00,sala_aula_302,20.79,71.9,5,0,0,confortavel
2025-03-03 20:45:00,sala_aula_302,21.91,70.5,20,0,0,confortavel
2025-03-03 21:00:00,sala_aula_302,20.41,73.3,12,0,0,confortavel
