timestamp,ambiente,co2_ppm,pm2_5_ugm3,pm10_ugm3,cov_ppb,temperatura_c,umidade_pct,janela_aberta,ventilacao_ligada,classe_qualidade
2025-03-04 00:00:00,sala_aula,1211,13.9,31.5,86,21.1,56.2,0,0,boa
2025-03-04 00:20:00,sala_aula,1187,10.4,23.3,129,22.7,58.1,0,0,boa
2025-03-04 00:40:00,sala_aula,1182,12.6,25.3,130,22.5,57.6,0,0,boa
2025-03-04 01:00:00,sala_aula,1155,10,21.9,124,23.2,54.7,0,0,boa
2025-03-04 01:20:00,sala_aula,1126,4.5,13.4,154,23.4,56.1,0,0,boa
2025-03-04 01:40:00,sala_aula,1125,6.1,10.7,130,22.9,59.3,0,0,boa
2025-03-04 02:00:00,sala_aula,1102,8.1,12.6,118,20.9,61.4,0,0,boa
2025-03-04 02:20:00,sala_aula,1101,14.5,25.9,164,23.6,53.2,0,0,boa
2025-03-04 02:40:00,sala_aula,1115,9.2,14.1,205,24,59.7,0,0,boa
2025-03-04 03:00:00,sala_aula,1125,8.7,13.9,220,23.3,59.9,0,0,boa
2025-03-04 03:20:00,sala_aula,1118,15.7,26.1,257,24.1,54.3,0,0,boa
2025-03-04 03:40:00,sala_aula,1081,14.5,21.1,164,22.9,61.6,0,0,boa
2025-03-04 04:00:00,sala_aula,1057,12.1,23.1,180,22.5,56.7,0,0,boa
2025-03-04 04:20:00,sala_aula,1042,4.9,9.4,40,23.6,60.8,0,0,boa
2025-03-04 04:40:00,sala_aula,1045,12,16.4,98,22,53.5,0,0,boa
2025-03-04 05:00:00,sala_aula,1025,13.8,26.2,133,22.4,59.5,0,0,boa
2025-03-04 05:20:00,sala_aula,1009,9.9,15,40,22.6,65.7,0,0,boa
2025-03-04 05:40:00,sala_aula,982,13.3,17.5,40,23,60.5,0,0,boa
2025-03-04 06:00:00,sala_aula,993,9.2,19.5,169,22.3,59.9,0,0,boa
2025-03-04 06:20:00,sala_aula,977,7.2,15.3,136,22.5,55.9,0,0,boa
2025-03-04 06:40:00,sala_aula,984,4.6,9.2,154,22.8,55.3,0,0,boa
2025-03-04 07:00:00,sala_aula,973,6.3,12.9,150,24,59.3,0,0,boa
2025-03-04 07:20:00,sala_aula,964,9.2,21.7,204,22.6,59.6,0,0,boa
2025-03-04 07:40:00,sala_aula,965,8.2,16.8,40,22.6,58.5,0,0,boa
2025-03-04 08:00:00,sala_aula,1018,27.2,56.4,291,26.3,53.7,0,0,ruim
2025-03-04 08:20:00,sala_aula,1081,16.9,27.1,151,25.3,62.2,0,0,boa
2025-03-04 08:40:00,sala_aula,1119,19.3,29.6,346,25.3,61.2,0,0,boa
2025-03-04 09:00:00,sala_aula,1166,16.7,28.9,149,25.5,63.4,0,0,boa
2025-03-04 09:20:00,sala_aula,1227,17.7,38.3,329,25.4,61.5,0,0,boa
2025-03-04 09:40:00,sala_aula,1195,27.3,56.6,260,24,68.3,1,0,ruim
2025-03-04 10:00:00,sala_aula,1238,17.9,36.1,287,24.2,55.6,0,0,boa
2025-03-04 10:20:00,sala_aula,1268,19.3,39.4,215,26.4,59.8,0,0,moderada
2025-03-04 10:40:00,sala_aula,1229,28.2,54.5,242,24.8,66.1,1,0,ruim
2025-03-04 11:00:00,sala_aula,1260,21.6,46.6,230,25,60.5,0,0,boa
2025-03-04 11:20:00,sala_aula,1216,30.9,61.3,242,25.8,66.1,1,0,ruim
2025-03-04 11:40:00,sala_aula,1256,20.5,37.8,327,23.4,60.1,0,0,boa
2025-03-04 12:00:00,sala_aula,1212,25.1,50.6,240,24.7,69,1,0,moderada
2025-03-04 12:20:00,sala_aula,1206,34,78.8,296,25.2,64.6,1,0,ruim
2025-03-04 12:40:00,sala_aula,1179,25.7,48.5,305,25.1,65.7,1,0,moderada
2025-03-04 13:00:00,sala_aula,1189,5.5,10,50,23.3,60.9,0,0,boa
2025-03-04 13:20:00,sala_aula,1173,16.2,29.5,104,22,64.1,0,0,boa
2025-03-04 13:40:00,sala_aula,1156,3.7,11.6,222,24.3,56.8,0,0,boa
2025-03-04 14:00:00,sala_aula,1186,22.1,37.7,292,24.2,63.9,0,0,moderada
2025-03-04 14:20:00,sala_aula,1152,33.7,66.6,286,24.9,65.1,1,0,ruim
2025-03-04 14:40:00,sala_aula,1143,35.2,75.4,218,24.4,72.4,1,0,ruim
2025-03-04 15:00:00,sala_aula,1188,19.4,41.4,260,25.3,55,0,0,boa
2025-03-04 15:20:00,sala_aula,1247,15.9,24.4,192,24.5,62.3,0,0,boa
2025-03-04 15:40:00,sala_aula,1267,20.6,47.3,360,25.5,54.9,0,0,boa
2025-03-04 16:00:00,sala_aula,1230,29.9,55.6,336,25.8,60.8,1,0,ruim
2025-03-04 16:20:00,sala_aula,1236,29,48,234,25.5,64.6,1,0,moderada
2025-03-04 16:40:00,sala_aula,1246,20.2,42.5,231,25.9,52.8,0,0,boa
2025-03-04 17:00:00,sala_aula,1300,25.3,54.7,375,26.1,56.5,0,0,moderada
2025-03-04 17:20:00,sala_aula,1254,31.5,65.3,396,25,68.9,1,0,ruim
2025-03-04 17:40:00,sala_aula,1291,23.2,51.8,294,24.4,52.2,0,0,moderada
2025-03-04 18:00:00,sala_aula,1353,19.2,41,194,25.8,57,0,0,moderada
2025-03-04 18:20:00,sala_aula,1390,19,37.6,281,25.1,62.2,0,0,moderada
2025-03-04 18:40:00,sala_aula,1356,33.7,55.1,191,25.4,69.2,1,0,ruim
2025-03-04 19:00:00,sala_aula,1338,14.9,26.7,110,23.2,62.1,0,0,moderada
2025-03-04 19:20:00,sala_aula,1323,12.7,28.6,71,23.1,61.7,0,0,moderada
2025-03-04 19:40:00,sala_aula,1306,16.2,29.8,40,23,58.7,0,0,moderada
2025-03-04 20:00:00,sala_aula,1316,8.2,15.8,203,21.8,59.8,0,0,moderada
2025-03-04 20:20:00,sala_aula,1300,9.1,18.6,140,23.2,59.3,0,0,boa
2025-03-04 20:40:00,sala_aula,1269,10.4,22.3,130,22.4,60.1,0,0,moderada
2025-03-04 21:00:00,sala_aula,1245,12.2,30.3,143,23,57.8,0,0,boa
2025-03-04 21:20:00,sala_aula,1229,14.9,34,157,22.9,57.1,0,0,boa
2025-03-04 21:40:00,sala_aula,1221,9.3,20,97,22.4,49.1,0,0,boa
2025-03-04 22:00:00,sala_aula,1200,14.8,37.2,162,23.4,63.3,0,0,boa
2025-03-04 22:20:00,sala_aula,1164,4.3,8.1,209,22.8,57.9,0,0,boa
2025-03-04 22:40:00,sala_aula,1171,12.2,22,222,23,61.1,0,0,boa
2025-03-04 23:00:00,sala_aula,1194,11.2,29,84,23.3,58.8,0,0,boa
2025-03-04 23:20:00,sala_aula,1179,12.9,29,211,22.8,59,0,0,boa
2025-03-04 23:40:00,sala_aula,1151,8.3,15.6,143,22.8,60.2,0,0,boa
2025-03-05 00:00:00,sala_aula,1141,12.8,32.2,95,22.8,58.4,0,0,boa
2025-03-05 00:20:00,sala_aula,1150,9.8,14.2,116,21.6,59.4,0,0,boa
2025-03-05 00:40:00,sala_aula,1140,14.3,31.2,192,23.2,62.7,0,0,boa
2025-03-05 01:00:00,sala_aula,1129,12.9,23.2,136,23.5,55.5,0,0,boa
2025-03-05 01:20:00,sala_aula,1122,5.2,5.4,73,23.5,54.8,0,0,boa
2025-03-05 01:40:00,sala_aula,1127,11.4,26.7,287,22.3,62.7,0,0,boa
2025-03-05 02:00:00,sala_aula,1120,7.3,13.6,121,23.7,53.3,0,0,boa
2025-03-05 02:20:00,sala_aula,1119,11.6,18,84,23.7,61.8,0,0,boa
2025-03-05 02:40:00,sala_aula,1096,10.4,21.7,199,23.3,58,0,0,boa
2025-03-05 03:00:00,sala_aula,1106,9.4,14.6,53,23.5,56.3,0,0,boa
2025-03-05 03:20:00,sala_aula,1085,11.1,20.3,90,21.3,60.2,0,0,boa
2025-03-05 03:40:00,sala_aula,1108,11.8,25,164,22.7,59.3,0,0,boa
2025-03-05 04:00:00,sala_aula,1119,11.6,25.1,124,22.1,62.6,0,0,boa
2025-03-05 04:20:00,sala_aula,1107,7.3,14.6,146,23.8,56.2,0,0,boa
2025-03-05 04:40:00,sala_aula,1085,8.4,12,211,23.3,57.5,0,0,boa
2025-03-05 05:00:00,sala_aula,1059,7.5,15.5,168,22.3,53.8,0,0,boa
2025-03-05 05:20:00,sala_aula,1035,9.1,11.1,233,23.4,58,0,0,boa
2025-03-05 05:40:00,sala_aula,1018,13.2,31.2,94,22.8,55.6,0,0,boa
2025-03-05 06:00:00,sala_aula,1005,4.1,4.9,64,23.6,55.7,0,0,boa
2025-03-05 06:20:00,sala_aula,999,4.9,7.6,109,23.1,57.9,0,0,boa
2025-03-05 06:40:00,sala_aula,995,12.2,24.4,93,23,55,0,0,boa
2025-03-05 07:00:00,sala_aula,989,11.1,19.7,77,21.9,59.5,0,0,boa
2025-03-05 07:20:00,sala_aula,991,8,17.5,82,23.9,53.6,0,0,boa
2025-03-05 07:40:00,sala_aula,976,13.7,35.1,107,22.8,58,0,0,boa
2025-03-05 08:00:00,sala_aula,972,29.6,46.2,183,26.3,64.4,1,0,moderada
2025-03-05 08:20:00,sala_aula,1030,29.4,60.7,258,24.7,58.9,0,0,ruim
2025-03-05 08:40:00,sala_aula,1097,21.8,38.7,304,23.6,63.5,0,0,moderada
2025-03-05 09:00:00,sala_aula,1102,29,48.2,226,24,69.2,1,0,ruim
2025-03-05 09:20:00,sala_aula,1141,20.4,39.7,275,25.7,57.1,0,0,moderada
2025-03-05 09:40:00,sala_aula,1105,30.1,69.9,260,25.2,68.8,1,0,ruim
2025-03-05 10:00:00,sala_aula,1099,28.8,59.7,288,24.7,60.7,1,0,ruim
2025-03-05 10:20:00,sala_aula,1074,30.4,59.3,334,25.5,61.1,1,0,ruim
2025-03-05 10:40:00,sala_aula,1113,19.5,30.2,284,24.4,50.6,0,0,boa
2025-03-05 11:00:00,sala_aula,1075,27.6,51.1,300,25.3,64.8,1,0,ruim
2025-03-05 11:20:00,sala_aula,1121,20.7,34.9,256,25.5,59.1,0,0,boa
2025-03-05 11:40:00,sala_aula,1085,30.2,59,259,25.8,64.9,1,0,ruim
2025-03-05 12:00:00,sala_aula,1075,34.2,63.7,140,23.7,71.5,1,0,ruim
2025-03-05 12:20:00,sala_aula,1069,31,64.3,318,23.7,72.2,1,0,ruim
2025-03-05 12:40:00,sala_aula,1067,33.6,64.7,231,26.2,66.8,1,0,ruim
2025-03-05 13:00:00,sala_aula,1037,15.1,27.1,84,22.8,61.2,0,0,boa
2025-03-05 13:20:00,sala_aula,1017,10.4,20.5,180,22.6,65.5,0,0,boa
2025-03-05 13:40:00,sala_aula,1013,9.6,16.7,214,23,60.8,0,0,boa
2025-03-05 14:00:00,sala_aula,1064,24.1,45.9,182,24.9,59.3,0,0,moderada
2025-03-05 14:20:00,sala_aula,1086,20.7,39.1,298,26.3,57.8,0,0,boa
2025-03-05 14:40:00,sala_aula,1108,17.1,39,392,26,64.8,0,0,boa
2025-03-05 15:00:00,sala_aula,1131,26.3,47.5,283,24.4,75.8,1,0,moderada
2025-03-05 15:20:00,sala_aula,1116,33,62.3,362,25.8,64.2,1,0,ruim
2025-03-05 15:40:00,sala_aula,1168,21.3,44.7,319,24.8,57.7,0,0,moderada
2025-03-05 16:00:00,sala_aula,1214,19.6,34,268,25,64.1,0,0,boa
2025-03-05 16:20:00,sala_aula,1238,18.1,34.3,163,24.6,63.1,0,0,moderada
2025-03-05 16:40:00,sala_aula,1274,18.5,34.8,307,24.6,58.8,0,0,boa
2025-03-05 17:00:00,sala_aula,1262,26.1,57.9,344,25,64.9,1,0,moderada
2025-03-05 17:20:00,sala_aula,1262,29.7,50.4,271,25.4,65.1,1,0,ruim
2025-03-05 17:40:00,sala_aula,1318,21.9,49.3,296,25.3,60,0,0,boa
2025-03-05 18:00:00,sala_aula,1362,25.9,46.3,245,24.3,61.2,0,0,moderada
2025-03-05 18:20:00,sala_aula,1397,18.3,32.8,264,25.8,58.7,0,0,moderada
2025-03-03 00:00:00,laboratorio,456,16,34.6,405,23.1,62.3,0,0,boa
2025-03-03 00:20:00,laboratorio,454,22.9,42.6,387,22.8,59,0,0,boa
2025-03-03 00:40:00,laboratorio,460,22.4,37.8,374,22.1,59,0,0,moderada
2025-03-03 01:00:00,laboratorio,467,18.9,39.1,372,22.7,59.5,0,0,boa
2025-03-03 01:20:00,laboratorio,500,22.6,37.8,352,23.4,60.9,0,0,moderada
2025-03-03 01:40:00,laboratorio,487,12.9,25.3,474,22.8,59.9,0,0,moderada
2025-03-03 02:00:00,laboratorio,498,15.8,34.7,349,24.2,61.6,0,0,boa
2025-03-03 02:20:00,laboratorio,525,20.2,38,344,23.1,55.7,0,0,boa
2025-03-03 02:40:00,laboratorio,515,14,28.4,375,23.1,54.8,0,0,boa
2025-03-03 03:00:00,laboratorio,500,17.6,32.2,330,21.9,58.8,0,0,boa
2025-03-03 03:20:00,laboratorio,506,15.7,28.1,373,23.1,64.7,0,0,boa
2025-03-03 03:40:00,laboratorio,521,20.4,44.6,422,23.4,59.7,0,0,boa
2025-03-03 04:00:00,laboratorio,514,16.8,28.9,362,22.8,59.1,0,0,boa
2025-03-03 04:20:00,laboratorio,509,22.3,40.7,424,22.4,61.1,0,0,moderada
2025-03-03 04:40:00,laboratorio,531,13.6,23.7,265,22.8,59.4,0,0,boa
2025-03-03 05:00:00,laboratorio,525,18.4,32.7,455,22.3,58.5,0,0,moderada
2025-03-03 05:20:00,laboratorio,521,14.1,31,399,23.4,55.6,0,0,boa
2025-03-03 05:40:00,laboratorio,526,15.5,30.8,362,23.1,54.6,0,0,boa
2025-03-03 06:00:00,laboratorio,503,20.3,42.8,338,23,59.2,0,0,boa
2025-03-03 06:20:00,laboratorio,526,11.9,20.7,434,23,61.2,0,0,moderada
2025-03-03 06:40:00,laboratorio,542,17.3,29.2,433,22.8,57.9,0,0,moderada
2025-03-03 07:00:00,laboratorio,540,20.7,38.5,361,23.2,56.5,0,0,boa
2025-03-03 07:20:00,laboratorio,547,19.8,36.7,379,21.7,59.9,0,0,boa
2025-03-03 07:40:00,laboratorio,552,13,29.8,373,23.5,54.8,0,0,boa
2025-03-03 08:00:00,laboratorio,622,36.8,62.1,494,25.6,64.7,1,0,ruim
2025-03-03 08:20:00,laboratorio,705,34.5,79.3,530,25.1,57.8,0,0,ruim
2025-03-03 08:40:00,laboratorio,758,40.1,82.9,578,24.7,67,1,0,ruim
2025-03-03 09:00:00,laboratorio,815,35.1,53.6,388,25.9,65,1,0,ruim
2025-03-03 09:20:00,laboratorio,866,33.3,77.3,515,26.8,69.2,1,0,moderada
2025-03-03 09:40:00,laboratorio,919,29.3,60,423,23.8,57.3,0,0,moderada
2025-03-03 10:00:00,laboratorio,995,26.6,52,489,24.1,55.9,0,0,moderada
2025-03-03 10:20:00,laboratorio,1052,32.2,58.7,549,26,62.3,0,0,ruim
2025-03-03 10:40:00,laboratorio,1055,41.2,67.4,538,24.9,70.2,1,0,ruim
2025-03-03 11:00:00,laboratorio,1109,28.2,51.2,469,26.7,58.2,0,0,moderada
2025-03-03 11:20:00,laboratorio,1127,35.2,70.7,484,25.1,71.6,1,0,ruim
2025-03-03 11:40:00,laboratorio,1133,35.9,75,484,25.3,70.4,1,0,ruim
2025-03-03 12:00:00,laboratorio,1128,37.8,78.6,500,24.9,67.4,1,0,ruim
2025-03-03 12:20:00,laboratorio,1201,29.9,51.7,589,24.6,60.9,0,0,ruim
2025-03-03 12:40:00,laboratorio,1272,26.3,51.8,504,26.2,56.8,0,0,moderada
2025-03-03 13:00:00,laboratorio,1243,17.6,37.9,423,23,62,0,0,moderada
2025-03-03 13:20:00,laboratorio,1234,14.2,33.1,393,23.7,59.2,0,0,boa
2025-03-03 13:40:00,laboratorio,1226,19,38.7,439,22.6,61.6,0,0,boa
2025-03-03 14:00:00,laboratorio,1235,36.4,68.5,541,25.1,64.8,1,0,ruim
2025-03-03 14:20:00,laboratorio,1292,20.8,40.1,518,24.5,62.4,0,0,moderada
2025-03-03 14:40:00,laboratorio,1295,35.5,63.7,524,24.8,71.2,1,0,ruim
2025-03-03 15:00:00,laboratorio,1341,26.6,55.4,601,25.5,59.9,0,0,ruim
2025-03-03 15:20:00,laboratorio,1395,28,45.3,602,27.1,58.4,0,0,ruim
2025-03-03 15:40:00,laboratorio,1446,27.5,49.4,500,26,56.4,0,0,moderada
2025-03-03 16:00:00,laboratorio,1493,26.3,55.4,462,24.3,59.5,0,0,moderada
2025-03-03 16:20:00,laboratorio,1537,27.4,59.1,523,24.5,62.7,0,0,moderada
2025-03-03 16:40:00,laboratorio,1434,36.1,61.5,513,25.5,71.4,1,1,ruim
2025-03-03 17:00:00,laboratorio,1421,37.4,84.1,515,25.5,65.7,1,0,ruim
2025-03-03 17:20:00,laboratorio,1480,24.5,49,454,25.7,56.5,0,0,moderada
2025-03-03 17:40:00,laboratorio,1542,20.3,46.3,506,25.7,57.4,0,0,moderada
2025-03-03 18:00:00,laboratorio,1520,27.2,46.8,427,24.5,63.2,0,1,ruim
2025-03-03 18:20:00,laboratorio,1412,35.7,65.3,455,24.8,61.9,1,1,ruim
2025-03-03 18:40:00,laboratorio,1404,37.7,83.3,450,24.5,70.6,1,0,ruim
2025-03-03 19:00:00,laboratorio,1361,17,39.2,351,22.3,59.3,0,0,boa
2025-03-03 19:20:00,laboratorio,1347,15.6,26.7,417,22.1,56.5,0,0,moderada
2025-03-03 19:40:00,laboratorio,1349,16.7,37.5,354,23.6,63.7,0,0,moderada
2025-03-03 20:00:00,laboratorio,1324,20.2,42.7,333,22.7,62.6,0,0,moderada
2025-03-03 20:20:00,laboratorio,1302,21.5,38.5,317,22.2,58.7,0,0,moderada
2025-03-03 20:40:00,laboratorio,1316,14.1,29.4,410,23.6,64,0,0,boa
2025-03-03 21:00:00,laboratorio,1264,19,35,315,23.3,63.3,0,0,boa
2025-03-03 21:20:00,laboratorio,1265,16.9,30.3,485,23.8,60,0,0,moderada
2025-03-03 21:40:00,laboratorio,1240,20.4,35.9,406,22.6,59.5,0,0,moderada
2025-03-03 22:00:00,laboratorio,1243,16.3,35.8,435,23.4,60.6,0,0,moderada
2025-03-03 22:20:00,laboratorio,1239,17.1,33.5,400,23.1,61,0,0,boa
2025-03-03 22:40:00,laboratorio,1242,16.8,29.2,350,22.4,58.7,0,0,moderada
2025-03-03 23:00:00,laboratorio,1237,18.3,40,420,24,55.3,0,0,boa
2025-03-03 23:20:00,laboratorio,1228,20.5,38.6,362,23.2,56.1,0,0,boa
2025-03-03 23:40:00,laboratorio,1208,20.8,42.9,337,23.1,62.2,0,0,boa
2025-03-04 00:00:00,laboratorio,1196,12.4,26.3,390,23.5,60.6,0,0,moderada
2025-03-04 00:20:00,laboratorio,1178,21.2,44.7,386,23.4,66.8,0,0,moderada
2025-03-04 00:40:00,laboratorio,1162,14.2,25.2,399,22,53.7,0,0,boa
2025-03-04 01:00:00,laboratorio,1155,16.7,25.4,387,23.9,59.9,0,0,boa
2025-03-04 01:20:00,laboratorio,1145,18.5,35.6,271,21.8,61.1,0,0,boa
2025-03-04 01:40:00,laboratorio,1132,20.9,41.1,310,23.8,61.2,0,0,boa
2025-03-04 02:00:00,laboratorio,1114,17.8,40,344,22.8,59.9,0,0,boa
2025-03-04 02:20:00,laboratorio,1096,13.2,27.8,451,22.7,57.3,0,0,moderada
2025-03-04 02:40:00,laboratorio,1102,11.9,20,307,22.7,59.2,0,0,boa
2025-03-04 03:00:00,laboratorio,1090,13.4,30.8,358,23.7,60,0,0,boa
2025-03-04 03:20:00,laboratorio,1080,14,22.6,470,22.2,61.1,0,0,boa
2025-03-04 03:40:00,laboratorio,1065,20.3,35.4,440,22.7,55.6,0,0,boa
2025-03-04 04:00:00,laboratorio,1075,9.1,21,417,23.3,52.8,0,0,boa
2025-03-04 04:20:00,laboratorio,1076,18,34.5,308,23.7,58.9,0,0,boa
2025-03-04 04:40:00,laboratorio,1064,16.6,24.3,394,22.5,64.7,0,0,boa
2025-03-04 05:00:00,laboratorio,1045,20.2,40.9,303,21.9,54.5,0,0,boa
2025-03-04 05:20:00,laboratorio,1013,16.8,32.9,391,22.8,55,0,0,boa
2025-03-04 05:40:00,laboratorio,1011,21.6,48.4,419,22,52.8,0,0,boa
2025-03-04 06:00:00,laboratorio,997,9.7,18.8,364,23.6,61.1,0,0,boa
2025-03-04 06:20:00,laboratorio,978,17.1,27.3,286,22.5,58.5,0,0,boa
2025-03-04 06:40:00,laboratorio,973,20,38.3,425,23.8,61.1,0,0,moderada
2025-03-04 07:00:00,laboratorio,969,14.5,27.1,384,24.4,62.6,0,0,boa
2025-03-04 07:20:00,laboratorio,980,23.2,50.1,379,22.3,57.4,0,0,moderada
2025-03-04 07:40:00,laboratorio,991,18.7,35,344,22.1,65.2,0,0,boa
2025-03-04 08:00:00,laboratorio,1043,32.5,57.7,509,24.8,57.6,0,0,ruim
2025-03-04 08:20:00,laboratorio,1100,37.6,73.3,492,25.8,63.4,0,0,ruim
