timestamp,dia_semana,hora,eventos_pir,co2_ppm,ruido_db,luminosidade_lux,temperatura_c,porta_aberta,pessoas,sala_ocupada
2025-03-03 16:45:00,segunda,16,0,1384,33.8,124,21.63,0,0,0
2025-03-03 17:00:00,segunda,17,42,1566,61.8,148,25.13,1,25,1
2025-03-03 17:15:00,segunda,17,37,1632,56.1,126,24.11,0,18,1
2025-03-03 17:30:00,segunda,17,12,1541,51.4,116,22.73,0,7,1
2025-03-03 17:45:00,segunda,17,0,1367,32,120,22.85,0,0,0
2025-03-03 18:00:00,segunda,18,0,1200,32.7,39,22.81,0,0,0
2025-03-03 18:15:00,segunda,18,0,1075,34.3,0,22.06,0,0,0
2025-03-03 18:30:00,segunda,18,0,979,31,327,22.71,0,0,0
2025-03-03 18:45:00,segunda,18,0,889,35.6,0,22.53,0,0,0
2025-03-03 19:00:00,segunda,19,1,1086,33.8,305,24.37,0,19,1
2025-03-03 19:15:00,segunda,19,28,1222,55.9,0,24.4,0,17,1
2025-03-03 19:30:00,segunda,19,34,1353,60.6,306,24.04,1,19,1
2025-03-03 19:45:00,segunda,19,17,1303,53.7,322,22.46,0,7,1
2025-03-03 20:00:00,segunda,20,0,1176,38.7,30,22.66,0,0,0
2025-03-03 20:15:00,segunda,20,33,1333,69.4,343,23.79,0,20,1
2025-03-03 20:30:00,segunda,20,34,1390,56.5,369,23.46,1,14,1
2025-03-03 20:45:00,segunda,20,16,1360,47.8,313,23.51,0,8,1
2025-03-03 21:00:00,segunda,21,1,1211,41.1,0,22.03,0,0,0
2025-03-03 21:15:00,segunda,21,0,1095,30.6,45,22.58,0,0,0
2025-03-03 21:30:00,segunda,21,0,985,34.7,22,21.98,0,0,0
2025-03-03 21:45:00,segunda,21,0,897,29.2,0,22.95,0,0,0
2025-03-03 22:00:00,segunda,22,0,823,35.9,0,21.55,0,0,0
2025-03-03 22:15:00,segunda,22,1,765,32.3,10,22.5,0,0,0
2025-03-03 22:30:00,segunda,22,2,700,31.7,11,22.03,0,0,0
2025-03-03 22:45:00,segunda,22,0,656,28,0,23.14,0,0,0
2025-03-03 23:00:00,segunda,23,1,618,35.1,0,22.5,0,0,0
2025-03-03 23:15:00,segunda,23,7,581,48.3,336,22.45,0,1,1
2025-03-03 23:30:00,segunda,23,2,569,31.7,10,22.56,0,0,0
2025-03-03 23:45:00,segunda,23,0,527,29.6,21,23.32,0,0,0
2025-03-04 00:00:00,terca,0,2,506,39.7,0,22.41,0,0,0
2025-03-04 00:15:00,terca,0,0,480,30.8,1,22.7,0,0,0
2025-03-04 00:30:00,terca,0,0,468,34.5,0,22.14,0,0,0
2025-03-04 00:45:00,terca,0,0,482,34.3,11,22.81,0,0,0
2025-03-04 01:00:00,terca,1,1,474,38.9,0,22.13,0,0,0
2025-03-04 01:15:00,terca,1,0,479,35,0,23.34,0,0,0
2025-03-04 01:30:00,terca,1,0,471,32.6,19,21.49,0,0,0
2025-03-04 01:45:00,terca,1,1,472,31.9,30,22.69,0,0,0
2025-03-04 02:00:00,terca,2,0,450,31.9,311,22.09,0,0,0
2025-03-04 02:15:00,terca,2,2,430,30.8,0,23.02,0,0,0
2025-03-04 02:30:00,terca,2,0,421,35.2,16,21.88,0,0,0
2025-03-04 02:45:00,terca,2,1,414,37.6,47,22,0,0,0
2025-03-04 03:00:00,terca,3,12,437,49.2,7,22.3,0,1,1
2025-03-04 03:15:00,terca,3,1,412,28.9,4,22.71,0,0,0
2025-03-04 03:30:00,terca,3,2,404,36.8,0,22.03,0,0,0
2025-03-04 03:45:00,terca,3,2,412,36.2,17,22,0,0,0
2025-03-04 04:00:00,terca,4,1,411,29.4,0,22.14,0,0,0
2025-03-04 04:15:00,terca,4,1,419,38,0,22.37,0,0,0
2025-03-04 04:30:00,terca,4,0,417,33,9,22.49,0,0,0
2025-03-04 04:45:00,terca,4,0,434,36.5,342,22.23,0,0,0
2025-03-04 05:00:00,terca,5,0,435,32.6,27,22.94,0,0,0
2025-03-04 05:15:00,terca,5,1,418,40.1,0,22.23,0,0,0
2025-03-04 05:30:00,terca,5,0,431,32.6,23,22.56,0,0,0
2025-03-04 05:45:00,terca,5,0,429,40.6,9,22.43,0,0,0
2025-03-04 06:00:00,terca,6,2,425,34.3,0,23.95,0,0,0
2025-03-04 06:15:00,terca,6,1,428,28,0,22.62,0,0,0
2025-03-04 06:30:00,terca,6,0,410,37.8,0,21.92,0,0,0
2025-03-04 06:45:00,terca,6,0,415,31.4,0,22.64,0,0,0
2025-03-04 07:00:00,terca,7,0,417,31.1,84,23.15,0,0,0
2025-03-04 07:15:00,terca,7,1,410,36.8,128,22.7,0,0,0
2025-03-04 07:30:00,terca,7,1,410,35,143,22.68,0,0,0
2025-03-04 07:45:00,terca,7,0,402,32.2,146,22.16,0,0,0
2025-03-04 08:00:00,terca,8,0,405,36.8,104,22.71,0,0,0
2025-03-04 08:15:00,terca,8,17,523,53.7,448,23.62,0,8,1
2025-03-04 08:30:00,terca,8,21,617,49,460,23.06,0,7,1
2025-03-04 08:45:00,terca,8,20,743,57,388,23.6,0,11,1
2025-03-04 09:00:00,terca,9,33,940,64.3,467,24.07,0,18,1
2025-03-04 09:15:00,terca,9,1,1186,35.1,144,23.99,0,24,1
2025-03-04 09:30:00,terca,9,0,1069,32.7,97,22.15,0,0,0
2025-03-04 09:45:00,terca,9,1,1270,33.6,373,24.45,0,22,1
2025-03-04 10:00:00,terca,10,22,1308,52.5,427,23.74,0,10,1
2025-03-04 10:15:00,terca,10,50,1475,59.9,167,23.9,0,22,1
2025-03-04 10:30:00,terca,10,24,1480,55.4,463,23.69,1,12,1
2025-03-04 10:45:00,terca,10,1,1310,35.1,86,22.78,0,0,0
2025-03-04 11:00:00,terca,11,36,1426,52.9,404,23.7,1,18,1
2025-03-04 11:15:00,terca,11,18,1349,49.8,462,22.51,0,7,1
2025-03-04 11:30:00,terca,11,27,1379,52.8,419,23.31,0,13,1
2025-03-04 11:45:00,terca,11,41,1624,57.5,429,25.33,0,28,1
2025-03-04 12:00:00,terca,12,0,1448,33.2,111,22.53,0,0,0
2025-03-04 12:15:00,terca,12,2,1278,33,440,21.98,0,0,0
2025-03-04 12:30:00,terca,12,0,1147,30.2,469,22.71,0,0,0
2025-03-04 12:45:00,terca,12,2,1044,28.4,109,22.55,0,0,0
2025-03-04 13:00:00,terca,13,1,935,29.7,120,22.31,0,0,0
2025-03-04 13:15:00,terca,13,1,859,34.8,73,21.91,0,0,0
2025-03-04 13:30:00,terca,13,0,768,35.7,145,21.72,0,0,0
2025-03-04 13:45:00,terca,13,0,705,39.7,117,22.71,0,0,0
2025-03-04 14:00:00,terca,14,39,985,58.1,408,23.89,0,24,1
2025-03-04 14:15:00,terca,14,33,1138,57.1,397,24.64,0,18,1
2025-03-04 14:30:00,terca,14,49,1424,61.4,435,24.44,0,27,1
2025-03-04 14:45:00,terca,14,28,1529,58.5,388,23.59,0,18,1
2025-03-04 15:00:00,terca,15,2,1614,30.3,491,24.02,1,19,1
2025-03-04 15:15:00,terca,15,0,1412,38.9,100,22.37,0,0,0
2025-03-04 15:30:00,terca,15,37,1553,60.6,443,24.82,0,21,1
2025-03-04 15:45:00,terca,15,33,1575,51.4,399,24.32,1,15,1
2025-03-04 16:00:00,terca,16,28,1529,56.7,431,22.9,0,10,1
2025-03-04 16:15:00,terca,16,0,1619,32,466,24.53,0,19,1
2025-03-04 16:30:00,terca,16,2,1685,30.6,401,23.81,0,19,1
2025-03-04 16:45:00,terca,16,36,1717,53.5,428,23.84,0,16,1
2025-03-04 17:00:00,terca,17,28,1714,67.2,419,24.08,0,14,1
2025-03-04 17:15:00,terca,17,25,1743,51.7,497,24.13,0,17,1
2025-03-04 17:30:00,terca,17,32,1769,53.4,436,24.53,0,17,1
2025-03-04 17:45:00,terca,17,0,1562,37.6,105,22.09,0,0,0
2025-03-04 18:00:00,terca,18,8,1400,51.4,322,22.48,0,1,1
2025-03-04 18:15:00,terca,18,1,1237,35,0,22.48,0,0,0
2025-03-04 18:30:00,terca,18,1,1109,28.4,7,22.31,0,0,0
2025-03-04 18:45:00,terca,18,0,999,31.8,16,23.27,0,0,0
2025-03-04 19:00:00,terca,19,0,996,30.9,328,23.21,0,7,1
2025-03-04 19:15:00,terca,19,1,906,37.8,3,22.19,0,0,0
2025-03-04 19:30:00,terca,19,0,841,33.8,0,22.24,0,0,0
2025-03-04 19:45:00,terca,19,1,762,37.5,294,21.98,0,0,0
2025-03-04 20:00:00,terca,20,34,944,60.5,310,23.81,0,16,1
2025-03-04 20:15:00,terca,20,16,1010,56.8,326,23.19,1,11,1
2025-03-04 20:30:00,terca,20,0,1197,32.5,340,24.03,0,20,1
2025-03-04 20:45:00,terca,20,30,1299,63.6,6,24.06,1,17,1
2025-03-04 21:00:00,terca,21,1,1152,29.8,20,21.3,0,0,0
2025-03-04 21:15:00,terca,21,2,1044,28.7,0,22.6,0,0,0
2025-03-04 21:30:00,terca,21,0,957,28.1,7,22.51,0,0,0
2025-03-04 21:45:00,terca,21,3,876,34.9,15,22.91,0,0,0
2025-03-04 22:00:00,terca,22,1,792,28,35,22.9,0,0,0
2025-03-04 22:15:00,terca,22,0,738,33.9,6,22.32,0,0,0
2025-03-04 22:30:00,terca,22,0,687,40.6,0,23.61,0,0,0
2025-03-04 22:45:00,terca,22,0,640,36,10,22.36,0,0,0
2025-03-04 23:00:00,terca,23,1,600,36.9,25,22.93,0,0,0
2025-03-04 23:15:00,terca,23,0,576,37.8,2,21.68,0,0,0
2025-03-04 23:30:00,terca,23,0,550,36.7,16,22.22,0,0,0
2025-03-04 23:45:00,terca,23,0,518,34.5,58,21.38,0,0,0
2025-03-05 00:00:00,quarta,0,0,512,32.9,0,21.99,0,0,0
2025-03-05 00:15:00,quarta,0,0,509,36.9,0,22.36,0,0,0
2025-03-05 00:30:00,quarta,0,1,506,37.4,0,22.65,0,0,0
2025-03-05 00:45:00,quarta,0,1,491,35.7,20,21.82,0,0,0
2025-03-05 01:00:00,quarta,1,1,489,34.7,20,22.36,0,0,0
2025-03-05 01:15:00,quarta,1,0,483,35.3,350,22.25,0,0,0
2025-03-05 01:30:00,quarta,1,0,482,36.2,339,21.83,0,0,0
2025-03-05 01:45:00,quarta,1,1,452,33.7,6,21.91,0,0,0
2025-03-05 02:00:00,quarta,2,0,444,32.4,0,23.54,0,0,0
2025-03-05 02:15:00,quarta,2,0,442,32.7,0,22.46,0,0,0
2025-03-05 02:30:00,quarta,2,1,452,31,0,22.69,0,0,0
2025-03-05 02:45:00,quarta,2,0,451,30.1,0,21.86,0,0,0
2025-03-05 03:00:00,quarta,3,0,435,37.5,0,22.69,0,0,0
2025-03-05 03:15:00,quarta,3,0,434,35.1,3,21.88,0,0,0
2025-03-05 03:30:00,quarta,3,0,439,30.3,29,22.36,0,0,0
2025-03-05 03:45:00,quarta,3,0,432,41,315,22.39,0,0,0
2025-03-05 04:00:00,quarta,4,1,440,39,0,22.71,0,0,0
2025-03-05 04:15:00,quarta,4,0,432,35.8,0,22.25,0,0,0
2025-03-05 04:30:00,quarta,4,0,441,38.7,0,22.2,0,0,0
2025-03-05 04:45:00,quarta,4,1,438,35.6,0,22.85,0,0,0
2025-03-05 05:00:00,quarta,5,1,451,28,317,22.56,0,0,0
2025-03-05 05:15:00,quarta,5,1,433,30.4,34,22.48,0,0,0
2025-03-05 05:30:00,quarta,5,0,414,34.6,324,22.12,0,0,0
2025-03-05 05:45:00,quarta,5,1,424,37.6,288,21.91,0,1,1
2025-03-05 06:00:00,quarta,6,0,439,39.7,36,22.92,0,0,0
2025-03-05 06:15:00,quarta,6,0,440,34.2,52,22.01,0,0,0
2025-03-05 06:30:00,quarta,6,1,434,35.7,0,22.23,0,0,0
2025-03-05 06:45:00,quarta,6,2,429,31.7,297,21.7,0,0,0
2025-03-05 07:00:00,quarta,7,1,428,40.7,73,22.82,0,0,0
2025-03-05 07:15:00,quarta,7,0,427,30.9,128,22.71,0,0,0
2025-03-05 07:30:00,quarta,7,1,432,48.3,444,22.08,0,1,1
2025-03-05 07:45:00,quarta,7,0,435,28.9,448,22.28,0,0,0
2025-03-05 08:00:00,quarta,8,33,678,58.1,469,25.09,0,17,1
2025-03-05 08:15:00,quarta,8,0,633,37.3,123,22.67,0,0,0
2025-03-05 08:30:00,quarta,8,25,793,58.5,470,24.43,1,13,1
2025-03-05 08:45:00,quarta,8,0,971,33,127,24.17,1,17,1
2025-03-05 09:00:00,quarta,9,1,896,32.8,68,23.08,0,0,0
2025-03-05 09:15:00,quarta,9,25,1028,55.2,408,23.48,0,15,1
2025-03-05 09:30:00,quarta,9,32,1165,56.3,422,24.16,0,17,1
2025-03-05 09:45:00,quarta,9,37,1343,63.5,463,24.94,0,21,1
2025-03-05 10:00:00,quarta,10,35,1442,56.2,471,24.27,0,18,1
2025-03-05 10:15:00,quarta,10,26,1444,54.3,431,22.78,0,11,1
2025-03-05 10:30:00,quarta,10,29,1557,56.8,454,24.37,1,19,1
2025-03-05 10:45:00,quarta,10,34,1643,59.7,358,24.41,0,20,1
2025-03-05 11:00:00,quarta,11,39,1767,59.1,413,24.51,1,23,1
2025-03-05 11:15:00,quarta,11,38,1865,64,504,24.45,1,22,1
2025-03-05 11:30:00,quarta,11,0,1879,40.1,457,24.16,0,19,1
2025-03-05 11:45:00,quarta,11,40,1900,57.2,450,23.78,0,19,1
2025-03-05 12:00:00,quarta,12,0,1648,33.1,109,22.38,0,0,0
2025-03-05 12:15:00,quarta,12,1,1453,39.6,122,22.17,0,0,0
2025-03-05 12:30:00,quarta,12,1,1290,29.4,67,22.57,0,0,0
2025-03-05 12:45:00,quarta,12,0,1168,35.9,128,22.41,0,0,0
2025-03-05 13:00:00,quarta,13,0,1035,35.7,85,22.68,0,0,0
2025-03-05 13:15:00,quarta,13,1,950,35.8,137,22.82,0,0,0
2025-03-05 13:30:00,quarta,13,1,876,36.1,464,23.01,0,0,0
2025-03-05 13:45:00,quarta,13,2,820,37.3,82,22.88,0,0,0
2025-03-05 14:00:00,quarta,14,47,1128,55.5,451,24.59,0,26,1
2025-03-05 14:15:00,quarta,14,49,1390,66.4,435,24.66,0,26,1
2025-03-05 14:30:00,quarta,14,0,1214,37.5,110,21.72,0,0,0
2025-03-05 14:45:00,quarta,14,41,1473,67.7,442,25.07,0,27,1
2025-03-05 15:00:00,quarta,15,40,1648,54,462,24.8,0,25,1
2025-03-05 15:15:00,quarta,15,38,1743,57.4,462,23.74,0,20,1
2025-03-05 15:30:00,quarta,15,28,1795,56,438,24.06,0,18,1
2025-03-05 15:45:00,quarta,15,2,1783,45.3,463,22.84,0,14,1
2025-03-05 16:00:00,quarta,16,29,1832,54.9,434,24.36,0,19,1
2025-03-05 16:15:00,quarta,16,19,1776,57,162,23.23,0,12,1
2025-03-05 16:30:00,quarta,16,2,1576,37.2,93,22.22,0,0,0
2025-03-05 16:45:00,quarta,16,24,1571,50.1,387,23.95,0,12,1
2025-03-05 17:00:00,quarta,17,31,1580,55.7,468,23.22,1,13,1
2025-03-05 17:15:00,quarta,17,46,1716,51.9,447,24.5,1,23,1
2025-03-05 17:30:00,quarta,17,23,1721,49.9,148,23.24,0,15,1
2025-03-05 17:45:00,quarta,17,34,1799,58.1,417,24.17,1,20,1
2025-03-05 18:00:00,quarta,18,0,1576,33.4,33,22.43,0,0,0
2025-03-05 18:15:00,quarta,18,0,1392,35.7,18,22.78,0,0,0
2025-03-05 18:30:00,quarta,18,1,1233,38.5,28,22.79,0,0,0
2025-03-05 18:45:00,quarta,18,1,1097,36.7,0,22.39,0,0,0
2025-03-05 19:00:00,quarta,19,0,991,29.8,0,22.83,0,0,0
2025-03-05 19:15:00,quarta,19,15,1017,52.2,317,23.42,0,8,1
2025-03-05 19:30:00,quarta,19,0,933,28,0,23.28,0,0,0
2025-03-05 19:45:00,quarta,19,27,1053,56.6,332,23.57,0,15,1
2025-03-05 20:00:00,quarta,20,0,1186,34.1,328,23.74,0,17,1
2025-03-05 20:15:00,quarta,20,39,1353,51.4,317,23.71,0,20,1
2025-03-05 20:30:00,quarta,20,0,1197,34.9,30,22.57,0,0,0
2025-03-05 20:45:00,quarta,20,38,1365,56.2,0,24.46,0,22,1
2025-03-05 21:00:00,quarta,21,0,1213,41.4,22,22.16,0,0,0
2025-03-05 21:15:00,quarta,21,1,1101,34.6,0,22.51,0,0,0
2025-03-05 21:30:00,quarta,21,0,985,34.4,345,21.7,0,0,0
2025-03-05 21:45:00,quarta,21,1,912,38.3,0,22.41,0,0,0
2025-03-05 22:00:00,quarta,22,0,833,31.8,36,22.66,0,0,0
2025-03-05 22:15:00,quarta,22,0,771,31.1,11,22.1,0,0,0
2025-03-05 22:30:00,quarta,22,2,700,31,54,22.51,0,0,0
2025-03-05 22:45:00,quarta,22,2,653,33.3,0,22.65,0,0,0
2025-03-05 23:00:00,quarta,23,0,621,33.6,22,22.35,0,0,0
2025-03-05 23:15:00,quarta,23,1,599,33.7,0,22.31,0,0,0
2025-03-05 23:30:00,quarta,23,0,561,33.2,310,22.47,0,0,0
2025-03-05 23:45:00,quarta,23,0,532,30.6,39,22.93,0,0,0
2025-03-06 00:00:00,quinta,0,0,508,37.8,0,22.61,0,0,0
2025-03-06 00:15:00,quinta,0,1,495,32.6,0,22.27,0,0,0
2025-03-06 00:30:00,quinta,0,0,485,35.4,0,22.35,0,0,0
2025-03-06 00:45:00,quinta,0,2,473,33.2,0,22.3,0,0,0
2025-03-06 01:00:00,quinta,1,0,477,28,0,22.27,0,0,0
2025-03-06 01:15:00,quinta,1,0,456,33.2,0,22.26,0,0,0
2025-03-06 01:30:00,quinta,1,0,448,35.1,0,22.26,0,0,0
2025-03-06 01:45:00,quinta,1,1,465,31.8,50,22.67,0,0,0
2025-03-06 02:00:00,quinta,2,2,453,32.4,28,22.23,0,0,0
2025-03-06 02:15:00,quinta,2,3,465,32.8,0,22.61,0,0,0
2025-03-06 02:30:00,quinta,2,1,456,37.3,0,22.57,0,0,0
2025-03-06 02:45:00,quinta,2,0,451,31.3,0,22.68,0,0,0
2025-03-06 03:00:00,quinta,3,2,449,28.7,17,22.28,0,0,0
2025-03-06 03:15:00,quinta,3,2,441,34.2,16,22.48,0,0,0
2025-03-06 03:30:00,quinta,3,0,443,34.5,24,22.61,0,0,0
2025-03-06 03:45:00,quinta,3,0,432,34,0,21.96,0,0,0
2025-03-06 04:00:00,quinta,4,0,434,35.2,0,22.37,0,0,0
2025-03-06 04:15:00,quinta,4,0,433,35.8,0,22.09,0,0,0
2025-03-06 04:30:00,quinta,4,1,431,37.8,22,22.22,0,0,0
2025-03-06 04:45:00,quinta,4,0,441,34.8,29,22.2,0,0,0
2025-03-06 05:00:00,quinta,5,1,467,31.6,0,22.5,0,0,0
2025-03-06 05:15:00,quinta,5,1,456,33,54,21.91,0,0,0
2025-03-06 05:30:00,quinta,5,0,453,38,0,22.55,0,0,0
2025-03-06 05:45:00,quinta,5,0,442,29,325,22.7,0,0,0
2025-03-06 06:00:00,quinta,6,0,450,32.6,51,22.45,0,0,0
2025-03-06 06:15:00,quinta,6,0,438,34,321,22.44,0,0,0
2025-03-06 06:30:00,quinta,6,1,440,28.4,26,22.4,0,0,0
2025-03-06 06:45:00,quinta,6,13,474,50.1,345,22.98,1,1,1
2025-03-06 07:00:00,quinta,7,0,466,35.7,80,22.31,0,0,0
2025-03-06 07:15:00,quinta,7,1,466,39.4,67,21.97,0,0,0
2025-03-06 07:30:00,quinta,7,1,454,28.1,93,22.38,0,0,0
2025-03-06 07:45:00,quinta,7,1,469,35.4,415,21.61,0,0,0
2025-03-06 08:00:00,quinta,8,1,749,33.2,112,23.85,0,19,1
2025-03-06 08:15:00,quinta,8,0,691,34.2,434,22.8,0,0,0
2025-03-06 08:30:00,quinta,8,31,934,59.4,140,23.85,0,20,1
2025-03-06 08:45:00,quinta,8,2,921,34.2,456,22.79,0,5,1
2025-03-06 09:00:00,quinta,9,0,859,32,111,22.52,0,0,0
2025-03-06 09:15:00,quinta,9,45,1157,61.7,401,24.94,1,26,1
2025-03-06 09:30:00,quinta,9,24,1246,53.7,456,23.79,0,14,1
2025-03-06 09:45:00,quinta,9,49,1522,59.9,169,25.21,0,28,1
2025-03-06 10:00:00,quinta,10,28,1576,57.2,446,23.56,1,16,1
2025-03-06 10:15:00,quinta,10,0,1403,32.5,181,23.31,0,0,0
2025-03-06 10:30:00,quinta,10,37,1491,55.6,453,24.04,1,18,1
2025-03-06 10:45:00,quinta,10,31,1562,66.3,110,24.12,0,18,1
2025-03-06 11:00:00,quinta,11,0,1373,30.4,130,22.77,0,0,0
2025-03-06 11:15:00,quinta,11,22,1410,52.3,438,24.54,0,14,1
2025-03-06 11:30:00,quinta,11,23,1447,53.8,469,23.57,0,14,1
2025-03-06 11:45:00,quinta,11,30,1478,55.2,436,23.89,1,14,1
2025-03-06 12:00:00,quinta,12,2,1315,35.6,149,22.46,0,0,0
2025-03-06 12:15:00,quinta,12,0,1169,28,489,22.45,0,0,0
2025-03-06 12:30:00,quinta,12,0,1063,35.3,122,21.8,0,0,0
2025-03-06 12:45:00,quinta,12,2,963,40,132,23.32,0,0,0
2025-03-06 13:00:00,quinta,13,1,896,31.9,112,22.44,0,0,0
2025-03-06 13:15:00,quinta,13,0,818,37.5,160,21.82,0,0,0
2025-03-06 13:30:00,quinta,13,0,755,34,123,22.1,0,0,0
2025-03-06 13:45:00,quinta,13,1,707,31.3,122,22.46,0,0,0
2025-03-06 14:00:00,quinta,14,1,1086,28,415,24.56,1,30,1
2025-03-06 14:15:00,quinta,14,1,985,35.2,66,22.19,0,0,0
2025-03-06 14:30:00,quinta,14,26,1137,55.5,448,24.84,0,18,1
2025-03-06 14:45:00,quinta,14,17,1149,53.5,414,23.43,0,9,1
2025-03-06 15:00:00,quinta,15,19,1207,52.6,436,23.87,0,13,1
2025-03-06 15:15:00,quinta,15,25,1339,51.2,457,24.68,1,19,1
2025-03-06 15:30:00,quinta,15,1,1188,36.4,106,22.31,0,0,0
2025-03-06 15:45:00,quinta,15,17,1193,61.7,390,22.61,0,9,1
2025-03-06 16:00:00,quinta,16,53,1487,55.3,412,25.37,0,30,1
2025-03-06 16:15:00,quinta,16,16,1442,55.1,134,22.85,1,9,1
2025-03-06 16:30:00,quinta,16,27,1506,52.5,461,23.55,0,16,1
2025-03-06 16:45:00,quinta,16,24,1489,53.7,400,23.66,0,12,1
