id_janela,distancia_media_cm,distancia_min_cm,distancia_max_cm,desvio_padrao_cm,variacao_cm_por_s,leituras_validas,eco_perdido_pct,situacao
271,81.77,58.32,101.41,10.189,-12.49,18,11.3,aproximando
272,53.48,29.27,77.51,12.122,-34.13,19,8.1,aproximando
273,66.86,47.11,87.74,9.716,-18.45,20,1.1,aproximando
274,87.48,65.92,108.84,11.012,16.35,19,7.1,afastando
275,97.41,80.59,115.43,8.833,20.32,17,15.2,afastando
276,83.14,77.3,88.14,1.639,1.17,18,10.5,objeto_parado
277,78.49,75.96,81.55,0.381,0.68,20,0.4,objeto_parado
278,80.78,74.2,90.13,2.693,7.48,18,13.7,afastando
279,87.37,66.38,108.84,10.252,-21.7,19,5.4,aproximando
280,61.1,58.99,63.8,0.441,-1.58,19,6.6,objeto_parado
281,67.96,62.61,75.1,2.256,-4.95,18,10.4,aproximando
282,42.87,29.13,53.99,5.796,4.43,16,20.6,afastando
283,97.82,79.84,112.72,7.426,-19.78,18,10.3,aproximando
284,179.3,174.37,183.83,2.062,-0.7,18,12.9,livre
285,193.43,188.09,199.47,1.852,0.52,20,0.8,livre
286,73.3,54.38,91.86,9.682,-18.48,19,6.1,aproximando
287,70.87,38.47,103.22,16.355,21.14,20,1.9,afastando
288,57.55,48.51,66.32,3.73,1.1,18,12.9,afastando
289,59.3,37.32,81.95,10.742,-31.65,20,1.3,aproximando
290,47.35,43.9,50.7,1.029,-0.77,19,7,objeto_parado
291,50.21,46.64,52.57,0.616,-0.84,20,4.3,objeto_parado
292,59.63,41.96,78.07,8.117,15.77,20,0.8,afastando
293,185.15,181.84,188.13,1.441,0.29,20,1.6,livre
294,163.34,158.17,167.91,1.628,0,19,7.6,livre
295,185.39,177.84,193.74,2.715,1.29,20,3.1,livre
296,198.33,194.24,204.25,1.9,-0.81,19,9.5,livre
297,187.28,182.15,191.45,1.966,-0.73,18,10.7,livre
298,79.45,56.27,104.4,11.436,19.97,19,8.4,afastando
299,104.48,84.46,124.25,9.442,17.72,19,6.7,afastando
300,46.01,37.06,56.04,4.043,-8.69,19,6.5,aproximando
301,61.85,47.23,77.65,7.528,17.4,18,12.1,afastando
302,88.99,80.87,97.02,3.447,-6.82,19,6.6,aproximando
303,70.22,56.41,84.27,6.419,17.99,19,7.1,afastando
304,36.98,33.08,39.38,0.945,1.42,18,13,objeto_parado
305,76.06,66.88,83.16,3.235,3.18,17,16,afastando
306,81.88,71.35,90.9,4.051,-5.56,20,1.4,aproximando
307,159.67,153.45,163.27,1.852,-0.88,20,2.2,livre
308,39.64,37.33,44.04,0.959,-1.55,18,11.9,objeto_parado
309,195.67,191.48,200.9,2.029,-0.12,16,20.1,livre
310,82.62,76.71,87.53,2.248,2.32,18,12.2,afastando
311,79.75,71.93,84.42,2.375,-5.14,20,0.1,aproximando
312,45.25,38.73,47.39,1.095,-0.87,17,17.5,objeto_parado
313,44.11,40.68,47.77,0.916,1.76,20,3.6,objeto_parado
314,182.9,179.59,187.38,1.216,-0.39,18,13.1,livre
315,107.82,91.77,124.74,7.661,14.16,20,0.1,afastando
316,67.25,61.15,71.84,1.933,-0.73,20,1,objeto_parado
317,67.78,47.37,88.51,10.551,21.88,19,6.9,afastando
318,156.08,151.66,161.76,1.467,1.52,18,12.7,livre
319,52.14,47.69,55.58,1.203,-0.79,18,13.3,objeto_parado
320,36.23,32.92,41.15,1.319,-0.06,18,13,objeto_parado
321,106.43,93.17,120.63,6.971,-21.52,20,2.3,aproximando
322,51.37,46.24,55.86,1.53,-0.08,13,36.3,objeto_parado
323,63.71,48.99,78.39,6.598,-15.67,20,3.1,aproximando
324,84.63,58.79,108.54,12.079,-16.88,18,10.6,aproximando
325,18.5,17.3,20.19,0.406,0.5,16,21.4,objeto_parado
326,124.84,103.42,145.91,10.545,18.45,18,13.2,afastando
327,13.77,11.35,14.93,0.164,-0.15,20,1.5,objeto_parado
328,186.5,180.35,193.3,2.212,-0.95,20,1.2,livre
329,29.31,27.63,31.41,0.751,0.01,20,2.2,objeto_parado
330,205.32,202.6,207.52,0.964,0.82,16,21.4,livre
331,52.39,43.24,64.55,4.527,-27.82,18,10.7,aproximando
332,13.38,8.92,17.68,1.018,-0.43,17,17.5,objeto_parado
333,190.61,188.57,194.38,1.014,-0.41,18,12,livre
334,83.6,70.76,95.59,6.246,-17.79,18,11.9,aproximando
335,74.03,44.32,104.68,15.612,-12.17,19,10.4,aproximando
336,100.72,74.48,126.91,13.018,-9.06,19,7.5,aproximando
337,97.83,79.69,117.67,9.281,23.78,20,1.9,afastando
338,71.62,63.22,80.92,3.788,5.87,20,2.9,afastando
339,43.68,39.61,46.45,1.337,-0.34,18,10.2,objeto_parado
340,155.32,149.79,160.62,1.925,0.19,18,13.8,livre
341,45.49,40.67,48.06,1.012,0.65,19,8.7,objeto_parado
342,170.73,167.25,174.49,1.012,1.49,19,5,livre
343,26.31,18.99,33.35,2.082,-0.13,20,2,objeto_parado
344,61.31,40.03,81.94,9.681,-20,18,10.8,aproximando
345,83.61,60.46,107.14,11.359,-20.57,19,7.6,aproximando
346,188.33,181.19,194.65,2.443,0.42,20,1.7,livre
347,170.33,165.42,173.82,1.501,-1.57,18,11.2,livre
348,47.55,37.89,55.87,4.16,-5.28,19,6.8,aproximando
349,181.73,175.05,187.5,2.472,1.26,17,15.9,livre
350,32.03,29.33,35.99,1.352,-0.67,19,5.2,objeto_parado
351,52.59,46.27,57.13,1.496,-0.12,19,5.9,objeto_parado
352,59.23,55.71,62.2,0.41,-0.45,19,5.1,objeto_parado
353,115.78,92.53,138.7,11.325,31.05,20,1.5,afastando
354,94.83,73.39,118.43,11.27,13.93,19,5.3,afastando
355,39.21,35.57,43,0.932,0.19,16,20.2,objeto_parado
356,168.41,166.46,171.54,0.695,-0.25,20,0.1,livre
357,89.27,84.8,92.24,1.342,1.25,19,6.1,objeto_parado
358,74,70.09,79.51,2.04,-1.36,20,0.1,objeto_parado
359,119.54,95.99,144.72,11.804,-19.85,19,6.8,aproximando
360,52.46,49.8,56.67,0.908,1.46,19,5.6,afastando
361,56.64,51.64,60.1,0.944,-0.28,16,20.9,objeto_parado
362,65.52,58.79,73.02,2.744,-5.06,15,28,aproximando
363,28.97,12.41,44.57,7.614,15.57,20,2.3,afastando
364,56.03,52.88,58.21,1.061,0.15,20,3.5,objeto_parado
365,71.07,55.98,84.99,6.634,-14.78,20,1.9,aproximando
366,102.12,82.03,123.06,10.09,-20.72,20,0.3,aproximando
367,103.09,92.09,114.65,5.217,4.71,20,2.9,afastando
368,175.44,171.85,179.34,1.133,-0.47,20,0.5,livre
369,56.88,53.24,61.06,1.261,0.25,19,7.6,objeto_parado
370,100.59,81.17,119.56,9.33,-18.95,20,3.7,aproximando
371,84.15,72.64,95.97,5.382,-4.46,20,1.9,aproximando
372,48.77,26.63,69.95,10.13,-26.2,18,11.4,aproximando
373,59.48,42.39,75.08,7.428,-22.98,20,2.1,aproximando
374,177.68,172.83,181.4,1.937,2.26,18,10.9,livre
375,44.15,22.27,66.89,11.19,-23.29,20,2.4,aproximando
376,46.8,28.02,67.03,9.302,-19.85,20,4.3,aproximando
377,66.7,60.69,72.25,2.518,2.03,20,2.6,afastando
378,174.39,169.29,180.67,1.744,-0.13,17,19,livre
379,48.69,45.42,50.46,0.427,-0.97,18,13.1,objeto_parado
380,81.8,58.26,104.1,11.694,15.69,19,7.5,afastando
381,44.87,39.96,49.4,1.257,0.93,19,6.9,objeto_parado
382,93.47,88.16,99.49,2.791,2.24,17,15.8,afastando
383,35.66,32.38,37.77,0.738,-0.35,19,6.8,objeto_parado
384,115.21,105.55,124.99,4.052,2.23,19,6.6,afastando
385,82.19,65.56,96.81,7.252,-21.06,20,2.3,aproximando
386,28.04,22.37,33.21,1.988,0.98,18,11.3,objeto_parado
387,173.45,170.94,176.96,0.377,0.26,19,6.7,livre
388,70.2,64.77,72.63,1.012,1.11,16,22,objeto_parado
389,58.69,57.56,61.8,0.118,-0.7,20,2.8,objeto_parado
390,71.65,68.14,74.91,1.184,-0.33,19,9,objeto_parado
391,42.28,40.95,45.73,0.539,0.33,16,20.8,objeto_parado
392,72.88,71.03,76.49,0.9,-1.27,19,6.3,objeto_parado
393,60.62,41.48,80.14,8.801,-19.9,19,7.3,aproximando
394,179.47,174.85,184.95,2.051,-0.75,20,2.5,livre
395,118.62,113.74,124.93,2.151,2.97,20,3.6,afastando
396,168.43,165.81,173.06,1.017,0.45,19,5.5,livre
397,44.32,41.72,46.65,1.185,0.39,17,18.9,objeto_parado
398,49.63,48.14,51.31,0.709,-0.41,16,20.6,objeto_parado
399,86.66,79.25,94.25,3.567,-2.64,20,1,aproximando
400,23.95,21.37,27.5,1.216,0.63,19,7.6,objeto_parado
401,150.12,145.75,153.18,0.862,0.27,20,0.1,livre
402,176.46,170.58,181.93,2.084,1.12,20,1.2,livre
403,25.44,22.71,28.45,1.11,0.26,17,16.3,objeto_parado
404,171,166.24,178.09,2.226,1.54,17,17,livre
405,50.44,47.11,53.35,0.752,0.07,16,21.1,objeto_parado
406,65.32,57.7,71.55,2.907,-2.19,17,15.8,aproximando
407,15.53,9.31,17.77,1.071,-1.51,19,5.4,objeto_parado
408,169.54,164.42,174.03,1.6,-0.75,20,3.7,livre
409,98,88.4,108.8,4.205,-1.83,18,12.5,aproximando
410,24.37,21.8,27.75,0.722,-0.66,20,0.6,objeto_parado
411,162.4,157.13,167.68,1.86,1.15,18,12.3,livre
412,184.22,179.79,186.79,1.335,0.9,20,3.5,livre
413,189.86,184,195.6,1.497,-0.04,19,6.2,livre
414,12,2,34.42,10.515,-24.13,18,12.6,aproximando
415,48.16,43.53,50.54,0.925,-0.51,20,2.3,objeto_parado
416,33.16,28.83,37.05,1.092,-1.21,20,2.2,objeto_parado
417,195.2,190.87,199.08,1.389,1.63,18,10.4,livre
418,100.43,88.5,111.53,5.385,5.47,18,11.5,afastando
419,76.83,55.62,97.42,10.817,-13.1,17,15.4,aproximando
