timestamp,id_motor,rotacao_rpm,vibracao_rms_mm_s,vibracao_pico_mm_s,corrente_a,tensao_v,temperatura_mancal_c,horas_operacao,falha_em_24h
2025-03-06 22:00:00,M-01,1756,1.279,3.582,11.25,379.1,49.8,3289,0
2025-03-06 23:00:00,M-01,1751,1.282,3.725,11.38,374.7,54.7,3290,0
2025-03-07 00:00:00,M-01,1766,1.552,4.261,11.26,378.6,50.7,3291,0
2025-03-07 01:00:00,M-01,1765,1.399,5.079,11.11,384.9,50.9,3292,0
2025-03-07 02:00:00,M-01,1760,1.409,4.823,11.24,382.4,51.4,3293,0
2025-03-07 03:00:00,M-01,1760,1.092,3.493,11.5,380.1,52.3,3294,0
2025-03-07 04:00:00,M-01,1766,1.399,4.897,11.45,381.2,49.3,3295,0
2025-03-07 05:00:00,M-01,1759,1.445,4.693,11.66,387.1,49.6,3296,0
2025-03-07 06:00:00,M-01,1756,1.451,4.039,10.96,381,52.8,3297,0
2025-03-07 07:00:00,M-01,1763,1.101,3.067,11.51,379.9,52.8,3298,0
2025-03-07 08:00:00,M-01,1759,1.286,3.771,11.51,379.8,52.1,3299,0
2025-03-07 09:00:00,M-01,1762,1.636,4.516,11.53,373.3,52.5,3300,0
2025-03-07 10:00:00,M-01,1754,1.457,3.701,11.9,383.2,51,3301,0
2025-03-07 11:00:00,M-01,1759,1.58,4.223,11.55,382.2,50.6,3302,0
2025-03-07 12:00:00,M-01,1763,1.494,4.978,11.2,387.3,56.8,3303,0
2025-03-07 13:00:00,M-01,1758,1.22,4.084,11.61,375.3,52.1,3304,0
2025-03-07 14:00:00,M-01,1748,1.656,5.425,11.63,388.1,53.5,3305,0
2025-03-07 15:00:00,M-01,1754,1.771,5.152,11.6,380.8,52.8,3306,0
2025-03-07 16:00:00,M-01,1752,1.806,5.523,11.73,382.7,56,3307,0
2025-03-07 17:00:00,M-01,1762,1.777,6.054,12.03,383.2,55.3,3308,0
2025-03-07 18:00:00,M-01,1758,1.879,6.061,11.88,379.4,53.9,3309,0
2025-03-07 19:00:00,M-01,1757,1.812,5.051,11.63,382.3,55.6,3310,0
2025-03-07 20:00:00,M-01,1746,1.932,5.3,11.6,380,57.7,3311,0
2025-03-07 21:00:00,M-01,1751,2.051,6.184,11.92,381.4,55.6,3312,0
2025-03-07 22:00:00,M-01,1753,1.997,5.122,11.98,383,55.7,3313,0
2025-03-07 23:00:00,M-01,1743,2.259,6.11,12.26,378.9,56.1,3314,0
2025-03-08 00:00:00,M-01,1747,2.335,6.888,12.09,374,54.3,3315,0
2025-03-08 01:00:00,M-01,1756,2.434,8.139,12.43,378.4,57.6,3316,0
2025-03-08 02:00:00,M-01,1753,2.347,6.021,11.83,381.2,57.2,3317,0
2025-03-08 03:00:00,M-01,1758,2.554,7.37,12.46,381.5,56.6,3318,0
2025-03-08 04:00:00,M-01,1753,2.392,6.821,12.43,375.7,59.2,3319,0
2025-03-08 05:00:00,M-01,1741,2.468,6.624,12.46,382.5,57,3320,0
2025-03-08 06:00:00,M-01,1739,2.813,7.839,13.16,380.3,60.8,3321,0
2025-03-08 07:00:00,M-01,1752,2.991,7.955,12.15,380.4,61,3322,0
2025-03-08 08:00:00,M-01,1737,3.086,8.171,12.51,376.6,60.4,3323,0
2025-03-08 09:00:00,M-01,1737,3.396,11.305,12.79,380.2,62.5,3324,0
2025-03-08 10:00:00,M-01,1737,3.266,8.282,13.28,377.4,61.2,3325,0
2025-03-08 11:00:00,M-01,1739,3.484,10.712,14,377.8,61.8,3326,0
2025-03-08 12:00:00,M-01,1733,3.171,9.552,12.76,375.2,63.1,3327,1
2025-03-08 13:00:00,M-01,1735,3.729,9.845,13.15,377.8,62.3,3328,1
2025-03-08 14:00:00,M-01,1727,3.475,9.692,12.96,381.8,61.4,3329,1
2025-03-08 15:00:00,M-01,1733,3.378,8.826,13.24,383.9,66.2,3330,1
2025-03-08 16:00:00,M-01,1734,4.169,12.869,13.75,378.1,64.9,3331,1
2025-03-08 17:00:00,M-01,1729,4.171,11.659,14.01,376.3,65.9,3332,1
2025-03-08 18:00:00,M-01,1727,4.29,12.274,13.61,380.2,67.1,3333,1
2025-03-08 19:00:00,M-01,1740,4.223,13.683,13.79,379.1,63.5,3334,1
2025-03-08 20:00:00,M-01,1725,4.364,12.769,13.82,380.8,65.7,3335,1
2025-03-08 21:00:00,M-01,1720,4.539,12.427,13.91,375.6,70.1,3336,1
2025-03-08 22:00:00,M-01,1718,4.755,14.956,14.24,383.5,66.5,3337,1
2025-03-08 23:00:00,M-01,1725,4.847,14.804,13.9,375.9,66.8,3338,1
2025-03-09 00:00:00,M-01,1721,5.155,12.863,14.11,382.4,70.9,3339,1
2025-03-09 01:00:00,M-01,1724,5.346,16.528,14.42,377.8,67.1,3340,1
2025-03-09 02:00:00,M-01,1722,5.266,14.944,14.28,386,73.2,3341,1
2025-03-09 03:00:00,M-01,1731,5.859,16.329,14.79,372.9,69,3342,1
2025-03-09 04:00:00,M-01,1719,5.442,14.818,14.67,373.8,71.6,3343,1
2025-03-09 05:00:00,M-01,1717,5.983,17.675,14.49,377.2,71.9,3344,1
2025-03-09 06:00:00,M-01,1713,5.92,17.345,14.83,376,74.4,3345,1
2025-03-09 07:00:00,M-01,1714,5.731,16.245,15.54,372.2,73.1,3346,1
2025-03-09 08:00:00,M-01,1701,6.263,17.745,15.09,376.3,76,3347,1
2025-03-09 09:00:00,M-01,1714,6.301,19.343,15.2,382.2,73.8,3348,1
2025-03-09 10:00:00,M-01,1711,6.354,16.917,15.23,373,74.4,3349,1
2025-03-09 11:00:00,M-01,1711,7.194,22.312,15.05,382.8,78.8,3350,1
2025-03-03 06:05:00,M-02,1768,1.307,3.404,11.42,379.6,53,4051,0
2025-03-03 07:05:00,M-02,1769,1.364,4.319,11.34,376.9,51.6,4052,0
2025-03-03 08:05:00,M-02,1761,1.251,3.742,11.7,382.4,51.5,4053,0
2025-03-03 09:05:00,M-02,1761,1.197,3.62,11.3,379.1,52.7,4054,0
2025-03-03 10:05:00,M-02,1765,1.406,3.857,11.46,381.6,52.1,4055,0
2025-03-03 11:05:00,M-02,1762,1.355,4.399,11.41,385.3,51.6,4056,0
2025-03-03 12:05:00,M-02,1764,1.581,5.344,11.41,383.8,53,4057,0
2025-03-03 13:05:00,M-02,1767,1.206,2.871,10.96,379.8,50.6,4058,0
2025-03-03 14:05:00,M-02,1761,1.399,4.329,11.03,377.1,50.5,4059,0
2025-03-03 15:05:00,M-02,1757,1.113,3.219,11.24,379.9,52,4060,0
2025-03-03 16:05:00,M-02,1766,1.591,4.33,11.23,376.7,50.2,4061,0
2025-03-03 17:05:00,M-02,1763,1.273,3.369,11.13,380.9,52.9,4062,0
2025-03-03 18:05:00,M-02,1753,1.314,3.718,11.41,377.1,51.6,4063,0
2025-03-03 19:05:00,M-02,1766,1.136,2.803,11.7,378.1,51.5,4064,0
2025-03-03 20:05:00,M-02,1751,1.592,4.446,10.98,381.4,55,4065,0
2025-03-03 21:05:00,M-02,1763,1.294,3.195,11.56,377.9,53.3,4066,0
2025-03-03 22:05:00,M-02,1773,1.172,3.557,11.58,373.2,52.2,4067,0
2025-03-03 23:05:00,M-02,1760,1.289,3.864,11.79,376.2,51.2,4068,0
2025-03-04 00:05:00,M-02,1753,1.422,4.531,11.52,371.9,51.4,4069,0
2025-03-04 01:05:00,M-02,1760,1.267,3.81,11.07,384,51.3,4070,0
2025-03-04 02:05:00,M-02,1751,1.462,4.765,11.54,385.6,49.6,4071,0
2025-03-04 03:05:00,M-02,1757,1.205,3.244,11.57,380.6,50.1,4072,0
2025-03-04 04:05:00,M-02,1765,1.42,3.533,11.14,378.5,52.8,4073,0
2025-03-04 05:05:00,M-02,1759,1.293,3.531,11.55,377.4,50.3,4074,0
2025-03-04 06:05:00,M-02,1770,1.618,4.731,11.78,379.3,51.5,4075,0
2025-03-04 07:05:00,M-02,1752,1.271,4.485,11.22,381.6,53.1,4076,0
2025-03-04 08:05:00,M-02,1766,1.477,3.826,11.53,381.8,49.1,4077,0
2025-03-04 09:05:00,M-02,1756,1.329,3.96,11.7,384.9,53,4078,0
2025-03-04 10:05:00,M-02,1749,1.533,4.535,11.43,378.1,53.4,4079,0
2025-03-04 11:05:00,M-02,1758,1.292,3.292,11.14,383.6,53.3,4080,0
2025-03-04 12:05:00,M-02,1758,1.034,3.497,11.69,376.2,50.3,4081,0
2025-03-04 13:05:00,M-02,1754,1.49,4.334,11.4,378.6,52.5,4082,0
2025-03-04 14:05:00,M-02,1752,1.421,4.382,11.43,380.7,52.5,4083,0
2025-03-04 15:05:00,M-02,1758,1.52,5.037,11.25,374.6,51.1,4084,0
2025-03-04 16:05:00,M-02,1762,1.468,3.988,11.91,379.2,51.8,4085,0
2025-03-04 17:05:00,M-02,1746,1.295,4.153,11.29,373.7,51.4,4086,0
2025-03-04 18:05:00,M-02,1759,1.039,3.359,11.43,377.7,52,4087,0
2025-03-04 19:05:00,M-02,1753,1.353,3.997,11.46,379.2,50.8,4088,0
2025-03-04 20:05:00,M-02,1753,1.344,4.141,11.26,379.2,50,4089,0
2025-03-04 21:05:00,M-02,1755,1.125,3.181,11.66,383.3,52.3,4090,0
2025-03-04 22:05:00,M-02,1765,1.224,3.899,11.87,379.8,52.2,4091,0
2025-03-04 23:05:00,M-02,1760,1.196,4.066,11.74,377.1,53,4092,0
2025-03-05 00:05:00,M-02,1767,1.219,3.401,11.5,374.9,52.4,4093,0
2025-03-05 01:05:00,M-02,1755,1.268,4.408,11.66,387.9,52.2,4094,0
2025-03-05 02:05:00,M-02,1761,1.458,4.685,11.13,380.6,52.9,4095,0
2025-03-05 03:05:00,M-02,1755,1.384,4.087,11.37,379.3,50.8,4096,0
2025-03-05 04:05:00,M-02,1772,1.375,4.38,11.1,382.6,52.8,4097,0
2025-03-05 05:05:00,M-02,1762,1.048,2.595,11.51,382.5,52.9,4098,0
2025-03-05 06:05:00,M-02,1756,1.738,4.475,11.19,385.4,53,4099,0
2025-03-05 07:05:00,M-02,1745,1.348,4.472,11.75,382.5,53.6,4100,0
2025-03-05 08:05:00,M-02,1754,0.903,2.604,11.55,380.3,54.5,4101,0
2025-03-05 09:05:00,M-02,1761,1.15,3.96,10.99,382.8,50.8,4102,0
2025-03-05 10:05:00,M-02,1772,1.892,5.834,11.55,379.7,50.7,4103,0
2025-03-05 11:05:00,M-02,1755,1.49,3.572,11.06,384,50.3,4104,0
2025-03-05 12:05:00,M-02,1760,1.294,4.155,11.57,375,52.7,4105,0
2025-03-05 13:05:00,M-02,1755,1.004,2.715,11.03,376.4,50.7,4106,0
2025-03-05 14:05:00,M-02,1760,1.265,4.098,11.28,381.4,52.3,4107,0
2025-03-05 15:05:00,M-02,1755,1.626,4.047,11.66,381.4,51.6,4108,0
2025-03-05 16:05:00,M-02,1761,1.164,3.402,11.73,383.9,51.7,4109,0
2025-03-05 17:05:00,M-02,1764,1.352,4.174,11.61,376.3,53.4,4110,0
2025-03-05 18:05:00,M-02,1760,1.419,4.56,11.88,380.3,52.5,4111,0
2025-03-05 19:05:00,M-02,1756,1.362,3.625,11.47,382.7,51.3,4112,0
2025-03-05 20:05:00,M-02,1756,1.56,4.134,11.13,384.4,52.6,4113,0
2025-03-05 21:05:00,M-02,1767,1.585,5.336,11.79,383.2,54.5,4114,0
2025-03-05 22:05:00,M-02,1763,1.472,4.55,11.04,380.7,52.1,4115,0
2025-03-05 23:05:00,M-02,1763,1.589,4.857,11.62,382.8,53.8,4116,0
2025-03-06 00:05:00,M-02,1756,1.324,3.655,11.61,374.9,50.4,4117,0
2025-03-06 01:05:00,M-02,1763,1.654,4.586,11.29,379.4,52,4118,0
2025-03-06 02:05:00,M-02,1766,1.231,3.646,11.24,383.7,52.9,4119,0
2025-03-06 03:05:00,M-02,1766,1.379,3.321,11.44,386.5,51.4,4120,0
2025-03-06 04:05:00,M-02,1753,1.362,4.882,11.07,383.2,50.8,4121,0
2025-03-06 05:05:00,M-02,1748,1.248,4.202,11.64,377.7,51.1,4122,0
2025-03-06 06:05:00,M-02,1763,1.105,3.572,11.43,382.9,53,4123,0
2025-03-06 07:05:00,M-02,1765,1.628,4.365,11.73,385,47.9,4124,0
2025-03-06 08:05:00,M-02,1744,1.139,3.129,11.08,383.5,50.6,4125,0
2025-03-06 09:05:00,M-02,1757,1.656,5.065,11.55,374.7,51.9,4126,0
2025-03-06 10:05:00,M-02,1754,1.342,4.646,11.1,382.2,52.4,4127,0
2025-03-06 11:05:00,M-02,1766,1.162,3.931,11.37,378.8,52.9,4128,0
2025-03-06 12:05:00,M-02,1752,1.538,4.646,11.53,380.8,52.9,4129,0
2025-03-06 13:05:00,M-02,1771,1.089,3.352,11.3,379,52.3,4130,0
2025-03-06 14:05:00,M-02,1761,1.196,2.937,11.53,374.2,51.7,4131,0
2025-03-06 15:05:00,M-02,1773,1.352,4.12,11.44,376.7,51,4132,0
2025-03-06 16:05:00,M-02,1760,0.928,2.772,10.93,377.4,51.5,4133,0
2025-03-06 17:05:00,M-02,1761,1.591,5.272,11.62,384.1,52.6,4134,0
2025-03-06 18:05:00,M-02,1751,1.415,3.548,11.56,379.1,50.5,4135,0
2025-03-06 19:05:00,M-02,1767,1.748,5.114,11.63,379.4,52.3,4136,0
2025-03-06 20:05:00,M-02,1764,1.254,3.407,11.57,384.3,52.8,4137,0
2025-03-06 21:05:00,M-02,1748,1.309,4.076,11.52,378.1,53,4138,0
2025-03-06 22:05:00,M-02,1748,1.211,3.506,11.49,379.9,52.3,4139,0
2025-03-06 23:05:00,M-02,1763,1.562,4.623,11.58,383.7,50.1,4140,0
2025-03-07 00:05:00,M-02,1751,1.272,3.131,11.08,379.3,49.8,4141,0
2025-03-07 01:05:00,M-02,1763,1.141,3.218,11.27,371,53.7,4142,0
2025-03-07 02:05:00,M-02,1760,0.879,2.609,11.4,382.9,51.9,4143,0
2025-03-07 03:05:00,M-02,1770,1.224,4.118,11.57,384.4,51.4,4144,0
2025-03-07 04:05:00,M-02,1751,1.374,3.841,11.07,386.5,51,4145,0
2025-03-07 05:05:00,M-02,1755,1.313,4.033,11.77,377.7,51,4146,0
2025-03-07 06:05:00,M-02,1760,1.332,3.197,11.16,384.7,50.4,4147,0
2025-03-07 07:05:00,M-02,1756,1.203,2.952,11.54,378.8,53.9,4148,0
2025-03-07 08:05:00,M-02,1761,1.565,5.048,11.5,380.7,53.6,4149,0
2025-03-07 09:05:00,M-02,1756,1.295,4.528,11.26,382.2,52.7,4150,0
2025-03-07 10:05:00,M-02,1754,1.666,4.943,11.88,385,54.4,4151,0
2025-03-07 11:05:00,M-02,1766,1.509,4.933,11.97,376.3,56.8,4152,0
2025-03-07 12:05:00,M-02,1761,1.791,6.113,11.93,380.8,53.9,4153,0
2025-03-07 13:05:00,M-02,1758,1.595,4.834,11.63,374,53.3,4154,0
2025-03-07 14:05:00,M-02,1758,1.453,3.749,11.9,382.5,51.7,4155,0
2025-03-07 15:05:00,M-02,1759,1.74,5.524,11.93,379.6,51.5,4156,0
2025-03-07 16:05:00,M-02,1753,1.956,6.09,11.96,381.1,51,4157,0
2025-03-07 17:05:00,M-02,1765,2.008,6.601,12.32,381.9,53,4158,0
2025-03-07 18:05:00,M-02,1756,2.25,5.909,12.07,380.4,56.2,4159,0
2025-03-07 19:05:00,M-02,1752,2.102,6.921,11.91,378.3,55.7,4160,0
2025-03-07 20:05:00,M-02,1747,2.093,6.993,11.93,378.7,54.8,4161,0
2025-03-07 21:05:00,M-02,1752,2.372,7.334,11.72,376,55.9,4162,0
2025-03-07 22:05:00,M-02,1756,2.057,7.01,12.18,378.8,53.7,4163,0
2025-03-07 23:05:00,M-02,1752,2.148,6.594,12.12,383,54.8,4164,0
2025-03-08 00:05:00,M-02,1743,2.447,7.157,12.49,378.5,58.7,4165,0
2025-03-08 01:05:00,M-02,1746,2.673,7.052,12.35,375.9,58.9,4166,0
2025-03-08 02:05:00,M-02,1748,2.896,8.039,11.89,371.5,56.6,4167,0
2025-03-08 03:05:00,M-02,1742,2.715,7.434,12.2,379.5,59,4168,0
2025-03-08 04:05:00,M-02,1738,2.884,8.275,12.65,382.6,57.9,4169,0
2025-03-08 05:05:00,M-02,1737,2.642,8.558,12.75,384.8,60.3,4170,0
2025-03-08 06:05:00,M-02,1741,3.15,8.479,12.36,381.9,59.6,4171,0
2025-03-08 07:05:00,M-02,1742,3.017,9.439,12.55,379.5,59.4,4172,0
2025-03-08 08:05:00,M-02,1745,3.153,8.264,12.77,385.2,60.5,4173,0
2025-03-08 09:05:00,M-02,1743,2.975,9.751,12.93,378.2,62.6,4174,0
2025-03-08 10:05:00,M-02,1732,3.516,9.463,12.86,376.4,62.1,4175,0
2025-03-08 11:05:00,M-02,1740,3.708,12.128,13.21,383.2,61.8,4176,0
2025-03-08 12:05:00,M-02,1723,3.521,9.976,13.18,380.2,60.9,4177,1
2025-03-08 13:05:00,M-02,1736,3.769,10.909,13.55,376.6,64.3,4178,1
2025-03-08 14:05:00,M-02,1742,4.159,12.824,13.66,379.5,64.9,4179,1
2025-03-08 15:05:00,M-02,1738,3.682,10.713,13.4,380.9,65.3,4180,1
2025-03-08 16:05:00,M-02,1734,3.764,9.984,13.29,383.1,63.1,4181,1
2025-03-08 17:05:00,M-02,1724,4.129,13.402,13.65,377.5,68.2,4182,1
2025-03-08 18:05:00,M-02,1725,4.532,13.256,13.56,379,65.4,4183,1
2025-03-08 19:05:00,M-02,1741,4.551,12.265,13.52,376.2,66.2,4184,1
2025-03-08 20:05:00,M-02,1725,4.546,14.906,13.98,385.4,66.9,4185,1
2025-03-08 21:05:00,M-02,1723,4.952,16.112,13.89,378.9,68.8,4186,1
2025-03-08 22:05:00,M-02,1724,4.793,14.533,13.96,378.2,68.5,4187,1
2025-03-08 23:05:00,M-02,1722,5.092,16.376,14.24,374.9,67.4,4188,1
2025-03-09 00:05:00,M-02,1716,5.041,13.591,14.09,378.6,72.9,4189,1
2025-03-09 01:05:00,M-02,1719,5.157,16.393,14.15,378.3,71.1,4190,1
2025-03-09 02:05:00,M-02,1715,5.264,16.388,14.41,382.2,68.9,4191,1
2025-03-09 03:05:00,M-02,1713,5.403,16.127,14.45,374.1,69.2,4192,1
2025-03-09 04:05:00,M-02,1718,5.568,18.419,14.57,386.6,71.8,4193,1
2025-03-09 05:05:00,M-02,1709,5.743,17.488,14.84,378,75,4194,1
2025-03-09 06:05:00,M-02,1718,6.048,19.264,14.69,376.8,77.3,4195,1
2025-03-09 07:05:00,M-02,1721,5.968,17.36,14.96,377.6,74.1,4196,1
2025-03-09 08:05:00,M-02,1719,5.761,15.36,15.09,378.3,75.9,4197,1
2025-03-09 09:05:00,M-02,1722,6.577,21.116,15.02,382.3,76.3,4198,1
2025-03-09 10:05:00,M-02,1705,6.791,21.287,15.47,378.2,75.7,4199,1
2025-03-09 11:05:00,M-02,1705,6.89,21.796,15.49,381.5,79.1,4200,1
2025-03-03 06:10:00,M-03,1766,1.571,4.459,11.42,381.4,52.1,4901,0
2025-03-03 07:10:00,M-03,1769,1.348,3.926,11.35,383.1,53.4,4902,0
2025-03-03 08:10:00,M-03,1748,1.344,3.4,11.48,379.2,51.5,4903,0
2025-03-03 09:10:00,M-03,1759,1.462,4.18,11.44,380.9,51.8,4904,0
2025-03-03 10:10:00,M-03,1761,1.213,2.929,11.33,382.1,50.9,4905,0
2025-03-03 11:10:00,M-03,1758,1.141,3.757,11.16,379,49.2,4906,0
2025-03-03 12:10:00,M-03,1770,1.226,4.142,11.26,378.1,51.5,4907,0
2025-03-03 13:10:00,M-03,1766,1.326,4.472,11.36,379.6,52.4,4908,0
2025-03-03 14:10:00,M-03,1763,1.314,3.88,11.73,381.7,51.5,4909,0
2025-03-03 15:10:00,M-03,1766,1.256,3.173,11.58,379.3,52.3,4910,0
