timestamp,hora,dia_semana,fim_de_semana,feriado,temperatura_externa_c,umidade_externa_pct,ocupacao_predio,tarifa_ponta,consumo_kwh
2025-03-04 22:00:00,22,terca,0,0,25.8,73.9,0,0,17.38
2025-03-04 23:00:00,23,terca,0,0,24.4,68.4,0,0,13.76
2025-03-05 00:00:00,0,quarta,0,0,22.8,82.3,0,0,13.9
2025-03-05 01:00:00,1,quarta,0,0,22.7,68.2,0,0,15.26
2025-03-05 02:00:00,2,quarta,0,0,21.9,73.4,0,0,15.05
2025-03-05 03:00:00,3,quarta,0,0,22.2,90.1,0,0,15.68
2025-03-05 04:00:00,4,quarta,0,0,21,85.7,0,0,13.88
2025-03-05 05:00:00,5,quarta,0,0,23.7,81.6,0,0,12.59
2025-03-05 06:00:00,6,quarta,0,0,23.4,82.8,0,0,15.03
2025-03-05 07:00:00,7,quarta,0,0,25.5,71.3,6,0,17.69
2025-03-05 08:00:00,8,quarta,0,0,26.5,70.6,36,0,31.52
2025-03-05 09:00:00,9,quarta,0,0,27.7,72.1,56,0,43.2
2025-03-05 10:00:00,10,quarta,0,0,29.5,72.8,80,0,55.59
2025-03-05 11:00:00,11,quarta,0,0,29.9,62.4,85,0,63.78
2025-03-05 12:00:00,12,quarta,0,0,32.2,57.6,82,0,65.43
2025-03-05 13:00:00,13,quarta,0,0,32.4,60.6,102,0,71.92
2025-03-05 14:00:00,14,quarta,0,0,33.4,50.1,76,0,68.58
2025-03-05 15:00:00,15,quarta,0,0,33.3,56.4,81,0,67.06
2025-03-05 16:00:00,16,quarta,0,0,31,64.2,82,0,60.12
2025-03-05 17:00:00,17,quarta,0,0,30.3,63.6,71,0,52.42
2025-03-05 18:00:00,18,quarta,0,0,31.5,74.4,62,1,52.38
2025-03-05 19:00:00,19,quarta,0,0,30.7,59.4,52,1,45.69
2025-03-05 20:00:00,20,quarta,0,0,28.6,63.2,24,1,29.02
2025-03-05 21:00:00,21,quarta,0,0,27,74.3,0,0,17.84
2025-03-05 22:00:00,22,quarta,0,0,25.7,78.9,0,0,19.26
2025-03-05 23:00:00,23,quarta,0,0,25.8,71,0,0,23.81
2025-03-06 00:00:00,0,quinta,0,0,22.3,92.4,0,0,10.9
2025-03-06 01:00:00,1,quinta,0,0,22.7,78.5,0,0,15.75
2025-03-06 02:00:00,2,quinta,0,0,23.9,76,0,0,14.44
2025-03-06 03:00:00,3,quinta,0,0,21.9,92.4,0,0,18.68
2025-03-06 04:00:00,4,quinta,0,0,22,83.1,0,0,15.49
2025-03-06 05:00:00,5,quinta,0,0,22.1,82.1,0,0,15.04
2025-03-06 06:00:00,6,quinta,0,0,23.5,82.3,0,0,15.35
2025-03-06 07:00:00,7,quinta,0,0,26.2,68.8,14,0,22.47
2025-03-06 08:00:00,8,quinta,0,0,25.8,82.9,37,0,33.56
2025-03-06 09:00:00,9,quinta,0,0,26.9,76.3,47,0,40.17
2025-03-06 10:00:00,10,quinta,0,0,27.6,74.1,64,0,43.97
2025-03-06 11:00:00,11,quinta,0,0,29.9,57.5,73,0,57.63
2025-03-06 12:00:00,12,quinta,0,0,31.9,57.3,83,0,60.54
2025-03-06 13:00:00,13,quinta,0,0,32,59,93,0,67.52
2025-03-06 14:00:00,14,quinta,0,0,33.6,52.3,81,0,66.54
2025-03-06 15:00:00,15,quinta,0,0,33.5,50.8,87,0,69.89
2025-03-06 16:00:00,16,quinta,0,0,32.4,66.7,76,0,61.94
2025-03-06 17:00:00,17,quinta,0,0,32.3,49.7,56,0,53.71
2025-03-06 18:00:00,18,quinta,0,0,30,64.9,51,1,45.01
2025-03-06 19:00:00,19,quinta,0,0,29.1,75.1,34,1,36.1
2025-03-06 20:00:00,20,quinta,0,0,30.5,61.8,24,1,37.19
2025-03-06 21:00:00,21,quinta,0,0,28.7,67.7,0,0,21.66
2025-03-06 22:00:00,22,quinta,0,0,26.7,68.8,0,0,20.53
2025-03-06 23:00:00,23,quinta,0,0,25.7,79.2,0,0,19.04
2025-03-07 00:00:00,0,sexta,0,0,24.8,76.2,0,0,16.26
2025-03-07 01:00:00,1,sexta,0,0,24.2,80.2,0,0,18.61
2025-03-07 02:00:00,2,sexta,0,0,24,73.8,0,0,14.23
2025-03-07 03:00:00,3,sexta,0,0,22.3,78.4,0,0,15.22
2025-03-07 04:00:00,4,sexta,0,0,22.5,83.4,0,0,15.27
2025-03-07 05:00:00,5,sexta,0,0,23.9,80.5,0,0,13.96
2025-03-07 06:00:00,6,sexta,0,0,23.9,87.4,0,0,15.51
2025-03-07 07:00:00,7,sexta,0,0,24.2,80.2,11,0,23.1
2025-03-07 08:00:00,8,sexta,0,0,26.6,71.8,30,0,28.24
2025-03-07 09:00:00,9,sexta,0,0,27.4,72.4,54,0,43.04
2025-03-07 10:00:00,10,sexta,0,0,27.8,76.8,55,0,45.06
2025-03-07 11:00:00,11,sexta,0,0,30.4,64.8,68,0,52.83
2025-03-07 12:00:00,12,sexta,0,0,30.9,55.8,87,0,62.78
2025-03-07 13:00:00,13,sexta,0,0,33.4,52.7,86,0,68.51
2025-03-07 14:00:00,14,sexta,0,0,32.6,50.8,91,0,72.01
2025-03-07 15:00:00,15,sexta,0,0,33.3,56.6,101,0,72.29
2025-03-07 16:00:00,16,sexta,0,0,32.6,61.8,78,0,63.81
2025-03-07 17:00:00,17,sexta,0,0,31.2,57.2,65,0,56.34
2025-03-07 18:00:00,18,sexta,0,0,30.4,70.6,50,1,43.9
2025-03-07 19:00:00,19,sexta,0,0,30.1,66.1,32,1,39.5
2025-03-07 20:00:00,20,sexta,0,0,29.1,68.7,21,1,32.76
2025-03-07 21:00:00,21,sexta,0,0,28.3,63.8,0,0,19.96
2025-03-07 22:00:00,22,sexta,0,0,26.3,81,0,0,16.27
2025-03-07 23:00:00,23,sexta,0,0,24,83.1,0,0,14.58
2025-03-08 00:00:00,0,sabado,1,0,23.6,79.6,0,0,16.5
2025-03-08 01:00:00,1,sabado,1,0,24.4,78.3,0,0,13.7
2025-03-08 02:00:00,2,sabado,1,0,23.4,78.8,0,0,13.71
2025-03-08 03:00:00,3,sabado,1,0,22.1,87.6,0,0,13.7
2025-03-08 04:00:00,4,sabado,1,0,21.7,89,0,0,14.08
2025-03-08 05:00:00,5,sabado,1,0,21.7,81.7,0,0,17.87
2025-03-08 06:00:00,6,sabado,1,0,23.4,87.1,0,0,15.78
2025-03-08 07:00:00,7,sabado,1,0,24.9,82,0,0,16.98
2025-03-08 08:00:00,8,sabado,1,0,25.1,72.1,0,0,20.02
2025-03-08 09:00:00,9,sabado,1,0,28.5,67.1,29,0,33.42
2025-03-08 10:00:00,10,sabado,1,0,29.9,63.7,16,0,30.61
2025-03-08 11:00:00,11,sabado,1,0,30.2,71,20,0,34.52
2025-03-08 12:00:00,12,sabado,1,0,32.7,58.9,22,0,38.5
2025-03-08 13:00:00,13,sabado,1,0,32.3,52.3,32,0,41.35
2025-03-08 14:00:00,14,sabado,1,0,32.9,55.2,13,0,37.51
2025-03-08 15:00:00,15,sabado,1,0,33.1,55.3,15,0,38.77
2025-03-08 16:00:00,16,sabado,1,0,34.1,46.9,0,0,29.77
2025-03-08 17:00:00,17,sabado,1,0,33.3,55.6,0,0,31.34
2025-03-08 18:00:00,18,sabado,1,0,31.5,64.9,0,0,27
2025-03-08 19:00:00,19,sabado,1,0,30.9,67.6,0,0,27.34
2025-03-08 20:00:00,20,sabado,1,0,29.2,64.9,0,0,23.61
2025-03-08 21:00:00,21,sabado,1,0,26.8,67.4,0,0,21.8
2025-03-08 22:00:00,22,sabado,1,0,27.5,66.5,0,0,19.97
2025-03-08 23:00:00,23,sabado,1,0,24.2,80.6,0,0,13.87
2025-03-09 00:00:00,0,domingo,1,0,23.5,82.4,0,0,13.59
2025-03-09 01:00:00,1,domingo,1,0,22.7,93.9,0,0,9.79
2025-03-09 02:00:00,2,domingo,1,0,22,84.5,0,0,15.05
2025-03-09 03:00:00,3,domingo,1,0,22.4,80.1,0,0,13.47
2025-03-09 04:00:00,4,domingo,1,0,22.3,78.5,0,0,14.39
2025-03-09 05:00:00,5,domingo,1,0,24.3,84.5,0,0,16.76
2025-03-09 06:00:00,6,domingo,1,0,22.6,77.2,0,0,12.4
2025-03-09 07:00:00,7,domingo,1,0,26.1,76.5,0,0,17.39
2025-03-09 08:00:00,8,domingo,1,0,27.1,70.9,0,0,16.13
2025-03-09 09:00:00,9,domingo,1,0,27.7,70.8,26,0,29.65
2025-03-09 10:00:00,10,domingo,1,0,27.2,71,18,0,29.28
2025-03-09 11:00:00,11,domingo,1,0,29.9,60.5,16,0,28.05
2025-03-09 12:00:00,12,domingo,1,0,33.4,49.7,19,0,43.1
2025-03-09 13:00:00,13,domingo,1,0,33.5,65.4,18,0,39.94
2025-03-09 14:00:00,14,domingo,1,0,31.4,67,18,0,37.79
2025-03-09 15:00:00,15,domingo,1,0,32.2,57.8,11,0,34.59
2025-03-09 16:00:00,16,domingo,1,0,33.1,63.8,0,0,33.45
2025-03-09 17:00:00,17,domingo,1,0,33.1,67.9,0,0,32.58
2025-03-09 18:00:00,18,domingo,1,0,31.5,50.9,0,0,32.97
2025-03-09 19:00:00,19,domingo,1,0,30.8,59.7,0,0,26.33
2025-03-09 20:00:00,20,domingo,1,0,28.4,61.1,0,0,21.87
2025-03-09 21:00:00,21,domingo,1,0,28.7,60,0,0,22.82
2025-03-09 22:00:00,22,domingo,1,0,27.1,71.2,0,0,22.1
2025-03-09 23:00:00,23,domingo,1,0,25,74.5,0,0,15.55
2025-03-10 00:00:00,0,segunda,0,0,23.8,76.8,0,0,16.99
2025-03-10 01:00:00,1,segunda,0,0,21.5,92.4,0,0,15.94
2025-03-10 02:00:00,2,segunda,0,0,23,87.2,0,0,14.29
2025-03-10 03:00:00,3,segunda,0,0,21.6,81.8,0,0,10.71
2025-03-10 04:00:00,4,segunda,0,0,20.8,90.8,0,0,12.34
2025-03-10 05:00:00,5,segunda,0,0,22.7,81.7,0,0,11.98
2025-03-10 06:00:00,6,segunda,0,0,23.5,84.8,0,0,14.96
2025-03-10 07:00:00,7,segunda,0,0,24,74.5,23,0,26.75
2025-03-10 08:00:00,8,segunda,0,0,26.7,74.2,40,0,35.9
2025-03-10 09:00:00,9,segunda,0,0,27,81.2,58,0,41.82
2025-03-10 10:00:00,10,segunda,0,0,29.6,69,63,0,48.16
2025-03-10 11:00:00,11,segunda,0,0,30.4,66.4,76,0,62.59
2025-03-10 12:00:00,12,segunda,0,0,31.5,67,86,0,63.73
2025-03-10 13:00:00,13,segunda,0,0,30.9,66.8,91,0,65.61
2025-03-10 14:00:00,14,segunda,0,0,32.9,59.1,88,0,66.65
2025-03-10 15:00:00,15,segunda,0,0,33.9,49.8,68,0,62.82
2025-03-10 16:00:00,16,segunda,0,0,32.6,54.5,81,0,65.99
2025-03-10 17:00:00,17,segunda,0,0,33.2,54.5,77,0,64.52
2025-03-10 18:00:00,18,segunda,0,0,31.5,63.6,56,1,55.04
2025-03-10 19:00:00,19,segunda,0,0,30.2,67.1,36,1,43.09
2025-03-10 20:00:00,20,segunda,0,0,27.7,70.7,9,1,22.67
2025-03-10 21:00:00,21,segunda,0,0,28.4,73,0,0,18.92
2025-03-10 22:00:00,22,segunda,0,0,26.3,72.9,0,0,24.89
2025-03-10 23:00:00,23,segunda,0,0,25.2,77.3,0,0,15.45
2025-03-11 00:00:00,0,terca,0,0,21.9,86.1,0,0,17.2
2025-03-11 01:00:00,1,terca,0,0,21,85.8,0,0,11.57
2025-03-11 02:00:00,2,terca,0,0,21.5,85.1,0,0,15.42
2025-03-11 03:00:00,3,terca,0,0,21.1,86.6,0,0,14.1
2025-03-11 04:00:00,4,terca,0,0,22,85.3,0,0,12.61
2025-03-11 05:00:00,5,terca,0,0,21.6,81.9,0,0,9.67
2025-03-11 06:00:00,6,terca,0,0,21.7,79.5,0,0,12.93
2025-03-11 07:00:00,7,terca,0,0,25.5,78.1,18,0,21.16
2025-03-11 08:00:00,8,terca,0,0,25.3,75.2,42,0,32.69
2025-03-11 09:00:00,9,terca,0,0,25.7,81.3,43,0,33.03
2025-03-11 10:00:00,10,terca,0,0,28.5,65.9,63,0,52.56
2025-03-11 11:00:00,11,terca,0,0,30.6,71,71,0,61.15
2025-03-11 12:00:00,12,terca,0,0,31,68.9,97,0,66.07
2025-03-11 13:00:00,13,terca,0,0,31.3,60,86,0,66.31
2025-03-11 14:00:00,14,terca,0,0,32.2,55.4,94,0,69.27
2025-03-11 15:00:00,15,terca,0,0,32.3,57.2,83,0,62.9
2025-03-11 16:00:00,16,terca,0,0,32.5,58.4,85,0,65.05
2025-03-11 17:00:00,17,terca,0,0,33.2,59.3,83,0,64.59
2025-03-11 18:00:00,18,terca,0,0,30.9,59.6,43,1,47.72
2025-03-11 19:00:00,19,terca,0,0,29.1,68.4,31,1,41.5
2025-03-11 20:00:00,20,terca,0,0,26.7,69.7,12,1,24.17
2025-03-11 21:00:00,21,terca,0,0,27.1,66.7,0,0,18.13
2025-03-11 22:00:00,22,terca,0,0,26.2,78.1,0,0,15.34
2025-03-11 23:00:00,23,terca,0,0,24.6,77.4,0,0,15.75
2025-03-12 00:00:00,0,quarta,0,0,22.7,77.4,0,0,11.5
2025-03-12 01:00:00,1,quarta,0,0,21.8,83.4,0,0,14.16
2025-03-12 02:00:00,2,quarta,0,0,21.5,88.6,0,0,16.75
2025-03-12 03:00:00,3,quarta,0,0,22,85,0,0,15.09
2025-03-12 04:00:00,4,quarta,0,0,21.4,86.8,0,0,12.11
2025-03-12 05:00:00,5,quarta,0,0,20.6,84.6,0,0,12.85
2025-03-12 06:00:00,6,quarta,0,0,22.3,86,0,0,14.95
2025-03-12 07:00:00,7,quarta,0,0,23.7,73.9,22,0,23.76
2025-03-12 08:00:00,8,quarta,0,0,25.1,74,37,0,36.59
2025-03-12 09:00:00,9,quarta,0,0,26.1,76.7,67,0,43.18
2025-03-12 10:00:00,10,quarta,0,0,28.1,69.5,45,0,44.49
2025-03-12 11:00:00,11,quarta,0,0,28.3,73.3,75,0,51.83
2025-03-12 12:00:00,12,quarta,0,0,28.9,65.8,85,0,59.96
2025-03-12 13:00:00,13,quarta,0,0,30.6,62.3,98,0,68.18
2025-03-12 14:00:00,14,quarta,0,0,31.4,55.7,95,0,67.67
2025-03-12 15:00:00,15,quarta,0,0,31.7,58.9,73,0,56.24
2025-03-12 16:00:00,16,quarta,0,0,32.4,46.5,83,0,65.38
2025-03-12 17:00:00,17,quarta,0,0,31.2,65.1,64,0,57.31
2025-03-12 18:00:00,18,quarta,0,0,30.9,56.9,51,1,47.6
2025-03-12 19:00:00,19,quarta,0,0,31.2,61.2,41,1,44.78
2025-03-12 20:00:00,20,quarta,0,0,28.9,72.9,14,1,24.85
2025-03-12 21:00:00,21,quarta,0,0,25.9,77.5,0,0,14.42
2025-03-12 22:00:00,22,quarta,0,0,26,75.4,0,0,17.54
2025-03-12 23:00:00,23,quarta,0,0,23.3,73.7,0,0,13.59
2025-03-13 00:00:00,0,quinta,0,0,23.4,80.3,0,0,17.26
2025-03-13 01:00:00,1,quinta,0,0,21.7,80.9,0,0,13.75
2025-03-13 02:00:00,2,quinta,0,0,20.7,82.9,0,0,14.36
2025-03-13 03:00:00,3,quinta,0,0,21.4,86.5,0,0,14.9
2025-03-13 04:00:00,4,quinta,0,0,20.3,89.4,0,0,11.68
2025-03-13 05:00:00,5,quinta,0,0,21.1,87,0,0,11.93
2025-03-13 06:00:00,6,quinta,0,0,23.4,78.8,0,0,13.58
2025-03-13 07:00:00,7,quinta,0,0,23.5,78.7,27,0,27.08
2025-03-13 08:00:00,8,quinta,0,0,25.9,70.6,32,0,29.76
2025-03-13 09:00:00,9,quinta,0,0,24.5,82.9,49,0,32.57
2025-03-13 10:00:00,10,quinta,0,0,28,70.6,72,0,51.83
2025-03-13 11:00:00,11,quinta,0,0,29.2,74.3,70,0,50.12
2025-03-13 12:00:00,12,quinta,0,0,30.5,58,92,0,61.47
2025-03-13 13:00:00,13,quinta,0,0,31.5,57.8,84,0,65.21
2025-03-13 14:00:00,14,quinta,0,0,31.8,60.5,92,0,66.13
2025-03-13 15:00:00,15,quinta,0,0,30.7,68.2,102,0,70.55
2025-03-13 16:00:00,16,quinta,0,0,31.3,61.9,84,0,60.88
2025-03-13 17:00:00,17,quinta,0,0,31.7,54.3,68,0,56.36
2025-03-13 18:00:00,18,quinta,0,0,30.1,61.3,49,1,44.62
2025-03-13 19:00:00,19,quinta,0,0,29,74.7,36,1,37.48
2025-03-13 20:00:00,20,quinta,0,0,27,63.8,11,1,22.49
2025-03-13 21:00:00,21,quinta,0,0,26.8,70.6,0,0,16.4
2025-03-13 22:00:00,22,quinta,0,0,24.7,72.1,0,0,14.14
2025-03-13 23:00:00,23,quinta,0,0,22.8,83.3,0,0,13.24
2025-03-14 00:00:00,0,sexta,0,0,21.2,87.3,0,0,13.65
2025-03-14 01:00:00,1,sexta,0,0,19.1,90.3,0,0,16.89
2025-03-14 02:00:00,2,sexta,0,0,20.6,87.1,0,0,15.67
2025-03-14 03:00:00,3,sexta,0,0,21.2,81.8,0,0,16.1
2025-03-14 04:00:00,4,sexta,0,0,21.1,78.6,0,0,15.79
2025-03-14 05:00:00,5,sexta,0,0,19.1,93.3,0,0,11.81
2025-03-14 06:00:00,6,sexta,0,0,23.3,84.3,0,0,19.3
2025-03-14 07:00:00,7,sexta,0,0,23.1,70.1,11,0,18.33
2025-03-14 08:00:00,8,sexta,0,0,24.6,76.1,30,0,28.41
2025-03-14 09:00:00,9,sexta,0,0,25.6,80.9,46,0,37.31
2025-03-14 10:00:00,10,sexta,0,0,27.8,70.8,77,0,54.96
2025-03-14 11:00:00,11,sexta,0,0,27.8,70.2,85,0,58.29
2025-03-14 12:00:00,12,sexta,0,0,30.1,59.1,83,0,59.39
2025-03-14 13:00:00,13,sexta,0,0,30.7,62.6,102,0,70.23
2025-03-14 14:00:00,14,sexta,0,0,28.9,62.2,96,0,61.21
2025-03-14 15:00:00,15,sexta,0,0,31,64,84,0,64.33
2025-03-14 16:00:00,16,sexta,0,0,31.1,61.3,78,0,64.08
2025-03-14 17:00:00,17,sexta,0,0,30,60.5,69,0,55.33
2025-03-14 18:00:00,18,sexta,0,0,30,67.9,61,1,49.41
2025-03-14 19:00:00,19,sexta,0,0,28.8,66.9,31,1,38.73
2025-03-14 20:00:00,20,sexta,0,0,27.8,67.8,28,1,35.52
2025-03-14 21:00:00,21,sexta,0,0,27.1,66.2,0,0,22.41
2025-03-14 22:00:00,22,sexta,0,0,25.4,78.2,0,0,17.73
2025-03-14 23:00:00,23,sexta,0,0,22,83.6,0,0,12.84
2025-03-15 00:00:00,0,sabado,1,0,21.3,85.5,0,0,13.99
2025-03-15 01:00:00,1,sabado,1,0,22.6,83.8,0,0,17.93
2025-03-15 02:00:00,2,sabado,1,0,19.5,88.4,0,0,13.09
2025-03-15 03:00:00,3,sabado,1,0,19.8,90.2,0,0,13.13
2025-03-15 04:00:00,4,sabado,1,0,20.1,89.9,0,0,13.05
2025-03-15 05:00:00,5,sabado,1,0,19.6,86.3,0,0,10.9
2025-03-15 06:00:00,6,sabado,1,0,21.2,88.8,0,0,12.6
2025-03-15 07:00:00,7,sabado,1,0,24.2,77.6,0,0,13.98
2025-03-15 08:00:00,8,sabado,1,0,25,75.5,0,0,17.4
2025-03-15 09:00:00,9,sabado,1,0,25.6,71.4,20,0,26.87
2025-03-15 10:00:00,10,sabado,1,0,27.2,75,18,0,27.89
2025-03-15 11:00:00,11,sabado,1,0,28.2,68.7,11,0,25.43
2025-03-15 12:00:00,12,sabado,1,0,30.5,62.2,17,0,33.53
2025-03-15 13:00:00,13,sabado,1,0,29.2,64.7,13,0,29.4
2025-03-15 14:00:00,14,sabado,1,0,31.6,60.8,18,0,38.11
2025-03-15 15:00:00,15,sabado,1,0,32.4,56.5,17,0,36.95
2025-03-15 16:00:00,16,sabado,1,0,30.3,72.2,0,0,25.73
2025-03-15 17:00:00,17,sabado,1,0,29.4,69.7,0,0,25.18
2025-03-15 18:00:00,18,sabado,1,0,29.4,69,0,0,22.31
2025-03-15 19:00:00,19,sabado,1,0,29,62.1,0,0,20.96
2025-03-15 20:00:00,20,sabado,1,0,27.2,64.8,0,0,18.01
2025-03-15 21:00:00,21,sabado,1,0,25.3,59.6,0,0,19.45
2025-03-15 22:00:00,22,sabado,1,0,23.7,81.3,0,0,14.02
2025-03-15 23:00:00,23,sabado,1,0,22.5,82.8,0,0,16.46
