timestamp,nivel_pct,volume_m3,vazao_entrada_l_min,vazao_saida_l_min,pressao_bar,bomba_ligada,temperatura_agua_c,vazamento_suspeito
2025-03-03 06:50:00,55.67,27.834,0.42,29.2,1.751,0,22.4,0
2025-03-03 07:00:00,54.71,27.355,1.07,48.99,1.694,0,22.4,0
2025-03-03 07:10:00,53.84,26.921,1.97,45.35,1.689,0,21.3,0
2025-03-03 07:20:00,52.95,26.475,0.61,45.23,1.669,0,22.3,0
2025-03-03 07:30:00,51.92,25.962,2.14,53.47,1.638,0,22.3,0
2025-03-03 07:40:00,50.87,25.435,1.23,53.94,1.596,0,22.8,0
2025-03-03 07:50:00,49.87,24.937,1.27,51.03,1.577,0,21.3,0
2025-03-03 08:00:00,48.79,24.397,1.42,55.47,1.542,0,22.9,0
2025-03-03 08:10:00,47.81,23.906,1.12,50.19,1.55,0,22.5,0
2025-03-03 08:20:00,46.7,23.352,1.09,56.49,1.569,0,22.9,0
2025-03-03 08:30:00,45.69,22.843,2.03,52.88,1.506,0,22.6,0
2025-03-03 08:40:00,44.66,22.329,0.46,51.9,1.495,0,22.7,0
2025-03-03 08:50:00,45.71,22.857,99.65,46.82,1.862,1,23.1,0
2025-03-03 09:00:00,46.86,23.429,100.87,43.72,1.902,1,23.4,0
2025-03-03 09:10:00,47.82,23.912,92.18,43.91,1.902,1,23.6,0
2025-03-03 09:20:00,48.73,24.364,93.54,48.25,1.962,1,23.5,0
2025-03-03 09:30:00,49.59,24.794,93.24,50.26,1.933,1,23.2,0
2025-03-03 09:40:00,50.58,25.292,95.17,45.36,1.961,1,23.4,0
2025-03-03 09:50:00,51.53,25.763,96.69,49.62,2.004,1,22.8,0
2025-03-03 10:00:00,52.59,26.296,94.96,41.63,1.983,1,23.9,0
2025-03-03 10:10:00,53.74,26.872,96.11,38.53,1.997,1,23.3,0
2025-03-03 10:20:00,54.94,27.472,99.38,39.45,2.022,1,23.7,0
2025-03-03 10:30:00,56.23,28.114,95.5,31.21,2.095,1,23.8,0
2025-03-03 10:40:00,57.53,28.766,105.26,40.06,2.122,1,23.9,0
2025-03-03 10:50:00,58.67,29.335,96.15,39.29,2.14,1,23.8,0
2025-03-03 11:00:00,60.03,30.015,90.19,22.16,2.17,1,24.8,0
2025-03-03 11:10:00,61.49,30.747,97.74,24.55,2.174,1,24.1,0
2025-03-03 11:20:00,62.8,31.401,93.69,28.31,2.244,1,24.6,0
2025-03-03 11:30:00,64.25,32.124,99.18,26.86,2.263,1,24.2,0
2025-03-03 11:40:00,65.54,32.769,96.68,32.16,2.266,1,25.6,0
2025-03-03 11:50:00,67.04,33.521,94.9,19.69,2.316,1,25,0
2025-03-03 12:00:00,68.39,34.195,89.02,21.61,2.392,1,25.4,0
2025-03-03 12:10:00,69.89,34.943,93.02,18.21,2.38,1,25.2,0
2025-03-03 12:20:00,71.47,35.733,97.55,18.57,2.344,1,25.3,0
2025-03-03 12:30:00,73.13,36.564,99.27,16.15,2.479,1,25,0
2025-03-03 12:40:00,74.57,37.284,94.28,22.29,2.453,1,24.9,0
2025-03-03 12:50:00,76.08,38.042,97.86,22.08,2.509,1,25.5,0
2025-03-03 13:00:00,77.68,38.842,95.99,16.04,2.54,1,26.1,0
2025-03-03 13:10:00,79.35,39.673,99.17,16.01,2.596,1,25.3,0
2025-03-03 13:20:00,80.85,40.427,96.98,21.59,2.595,1,25.8,0
2025-03-03 13:30:00,82.42,41.211,95.43,17.01,2.574,1,25.5,0
2025-03-03 13:40:00,83.88,41.939,97.89,25.06,2.66,1,25.4,0
2025-03-03 13:50:00,85.45,42.727,94.48,15.72,2.725,1,25.8,0
2025-03-03 14:00:00,87.05,43.524,97.6,17.86,2.671,1,26.3,0
2025-03-03 14:10:00,88.52,44.259,97.83,24.35,2.744,1,26.5,0
2025-03-03 14:20:00,88.15,44.075,0.87,19.34,2.427,0,26.7,0
2025-03-03 14:30:00,87.83,43.913,0.57,16.72,2.4,0,27,0
2025-03-03 14:40:00,87.35,43.674,1.66,25.59,2.351,0,25.9,0
2025-03-03 14:50:00,86.87,43.434,0,23.94,2.363,0,26.5,0
2025-03-03 15:00:00,86.33,43.166,0.88,27.74,2.375,0,26.9,0
2025-03-03 15:10:00,85.75,42.877,1.43,30.37,2.356,0,26.2,0
2025-03-03 15:20:00,85.21,42.607,0.72,27.67,2.378,0,25.9,0
2025-03-03 15:30:00,84.73,42.364,1.38,25.73,2.346,0,26.7,0
2025-03-03 15:40:00,84.17,42.083,1.33,29.36,2.318,0,26.4,0
2025-03-03 15:50:00,83.64,41.819,0.42,26.8,2.284,0,26.3,0
2025-03-03 16:00:00,82.86,41.428,1.19,40.3,2.262,0,26.3,0
2025-03-03 16:10:00,82.11,41.056,1.9,39.18,2.255,0,26.6,0
2025-03-03 16:20:00,81.41,40.703,1.5,36.74,2.286,0,26.1,0
2025-03-03 16:30:00,80.71,40.353,1.9,36.95,2.249,0,26.5,0
2025-03-03 16:40:00,79.87,39.933,2.04,43.98,2.22,0,25.8,0
2025-03-03 16:50:00,79.28,39.64,1.41,30.77,2.211,0,26.3,0
2025-03-03 17:00:00,78.49,39.245,1.42,40.89,2.245,0,26.4,0
2025-03-03 17:10:00,77.61,38.804,0.89,44.98,2.172,0,25.8,0
2025-03-03 17:20:00,76.61,38.305,0.57,50.53,2.15,0,26.2,0
2025-03-03 17:30:00,75.69,37.847,1.42,47.2,2.153,0,26.1,0
2025-03-03 17:40:00,74.78,37.389,0.93,46.68,2.138,0,26.5,0
2025-03-03 17:50:00,73.9,36.948,1.54,45.7,2.098,0,25.8,0
2025-03-03 18:00:00,72.85,36.425,0.67,52.94,2.121,0,26.8,0
2025-03-03 18:10:00,71.8,35.901,1.31,53.66,2.024,0,25.6,0
2025-03-03 18:20:00,70.89,35.447,0.95,46.34,2.023,0,26,0
2025-03-03 18:30:00,69.97,34.987,1.73,47.76,1.961,0,26.4,0
2025-03-03 18:40:00,69.03,34.516,2.36,49.43,1.992,0,26.2,0
2025-03-03 18:50:00,68.24,34.119,1.7,41.43,2.003,0,25.4,0
2025-03-03 19:00:00,67.37,33.685,1.88,45.26,1.982,0,25.3,0
2025-03-03 19:10:00,66.44,33.218,0.64,47.36,1.979,0,26.1,0
2025-03-03 19:20:00,65.47,32.735,1.22,49.52,1.918,0,26.1,0
2025-03-03 19:30:00,64.67,32.337,1.35,41.12,1.972,0,25.9,0
2025-03-03 19:40:00,63.71,31.857,0.63,48.7,1.859,0,25.9,0
2025-03-03 19:50:00,62.9,31.449,0.83,41.62,1.853,0,24.5,0
2025-03-03 20:00:00,62.31,31.155,1.84,31.2,1.833,0,24.2,0
2025-03-03 20:10:00,61.67,30.837,1.83,33.68,1.864,0,25.6,0
2025-03-03 20:20:00,60.99,30.497,0.77,34.73,1.823,0,25.4,0
2025-03-03 20:30:00,60.31,30.153,1.51,35.95,1.804,0,24,0
2025-03-03 20:40:00,59.58,29.791,1.39,37.61,1.815,0,25.2,0
2025-03-03 20:50:00,59.05,29.523,0.61,27.39,1.791,0,25.1,0
2025-03-03 21:00:00,58.45,29.226,0.96,30.61,1.771,0,24.9,0
2025-03-03 21:10:00,57.86,28.932,2.16,31.58,1.789,0,24.6,0
2025-03-03 21:20:00,57.46,28.728,2.06,22.44,1.72,0,24.7,0
2025-03-03 21:30:00,56.9,28.451,0.3,28,1.752,0,24.7,0
2025-03-03 21:40:00,56.36,28.18,0.96,28.11,1.751,0,24.5,0
2025-03-03 21:50:00,55.74,27.871,0.76,31.64,1.738,0,24.3,0
2025-03-03 22:00:00,55.23,27.617,0.51,25.89,1.725,0,23.4,0
2025-03-03 22:10:00,54.75,27.373,1.92,26.36,1.702,0,24.6,0
2025-03-03 22:20:00,54.32,27.162,1.72,22.84,1.75,0,23.8,0
2025-03-03 22:30:00,53.84,26.919,0.57,24.81,1.668,0,24.2,0
2025-03-03 22:40:00,53.42,26.711,2,22.88,1.656,0,23.6,0
2025-03-03 22:50:00,53,26.5,0.75,21.8,1.694,0,24.1,0
2025-03-03 23:00:00,52.79,26.396,1.91,12.37,1.668,0,23,0
2025-03-03 23:10:00,52.38,26.192,0.7,21.03,1.64,0,23.8,0
2025-03-03 23:20:00,52.05,26.024,1.33,18.14,1.674,0,23.7,0
2025-03-03 23:30:00,51.84,25.918,1.71,12.32,1.661,0,23.4,0
2025-03-03 23:40:00,51.49,25.746,0.94,18.1,1.595,0,23.6,0
2025-03-03 23:50:00,51.1,25.552,0.03,19.44,1.617,0,23,0
2025-03-04 00:00:00,50.74,25.371,1.55,19.7,1.561,0,22.7,0
2025-03-04 00:10:00,50.44,25.221,1.32,16.26,1.6,0,22.6,0
2025-03-04 00:20:00,50.19,25.096,1.02,13.57,1.624,0,22.9,0
2025-03-04 00:30:00,50.02,25.012,0,8.45,1.594,0,22.5,0
2025-03-04 00:40:00,49.76,24.878,1.25,14.62,1.618,0,22.8,0
2025-03-04 00:50:00,49.42,24.712,1.57,18.2,1.639,0,22.9,0
2025-03-04 01:00:00,49.19,24.595,1.12,12.74,1.598,0,21.4,0
2025-03-04 01:10:00,48.95,24.476,1.75,13.68,1.528,0,22.9,0
2025-03-04 01:20:00,48.71,24.355,1.38,13.49,1.564,0,22.7,0
2025-03-04 01:30:00,48.44,24.222,1.17,14.45,1.556,0,22.4,0
2025-03-04 01:40:00,48.13,24.066,1.25,16.83,1.558,0,22.6,0
2025-03-04 01:50:00,47.75,23.876,1.3,20.28,1.57,0,22.9,0
2025-03-04 02:00:00,47.38,23.692,0.97,19.35,1.515,0,22.6,0
2025-03-04 02:10:00,47.15,23.574,0.71,12.58,1.57,0,23.1,0
2025-03-04 02:20:00,46.83,23.417,1.47,17.15,1.57,0,22.4,0
2025-03-04 02:30:00,46.63,23.314,1.11,11.4,1.513,0,22,0
2025-03-04 02:40:00,45.88,22.939,2.17,39.72,1.503,0,22.2,1
2025-03-04 02:50:00,45.15,22.573,1.23,37.82,1.513,0,21.5,1
2025-03-04 03:00:00,44.33,22.166,1.77,42.49,1.469,0,21,1
2025-03-04 03:10:00,45.51,22.755,89.94,31,1.836,1,22.1,1
2025-03-04 03:20:00,46.64,23.318,99.62,43.32,1.883,1,22.7,1
2025-03-04 03:30:00,47.72,23.86,90.54,36.37,1.951,1,22.1,1
2025-03-04 03:40:00,49.03,24.516,97.52,31.85,1.941,1,21.5,1
2025-03-04 03:50:00,50.11,25.056,96.31,42.3,1.959,1,21.7,1
2025-03-04 04:00:00,51.19,25.594,95.04,41.25,1.995,1,21.7,1
2025-03-04 04:10:00,52.23,26.117,88.99,36.67,2.03,1,21.4,1
2025-03-04 04:20:00,53.22,26.608,92.69,43.61,2.02,1,22.6,1
2025-03-04 04:30:00,54.25,27.123,92.74,41.29,2.016,1,21.6,1
2025-03-04 04:40:00,55.23,27.613,92.58,43.56,2.046,1,22,1
2025-03-04 04:50:00,56.5,28.251,93.74,29.95,2.083,1,21.3,1
2025-03-04 05:00:00,57.46,28.729,97.15,49.31,2.118,1,21.8,1
2025-03-04 05:10:00,58.43,29.216,93.76,45.15,2.167,1,21.3,1
2025-03-04 05:20:00,59.23,29.617,92.49,52.33,2.094,1,21.9,1
2025-03-04 05:30:00,60.29,30.146,99.47,46.61,2.219,1,22.2,1
2025-03-04 05:40:00,61.19,30.596,93.94,48.91,2.157,1,21.7,1
2025-03-04 05:50:00,61.97,30.984,90.46,51.66,2.151,1,21.9,1
2025-03-04 06:00:00,62.81,31.403,97.58,55.69,2.221,1,21.7,1
2025-03-04 06:10:00,63.65,31.825,99.01,56.81,2.195,1,21.6,1
2025-03-04 06:20:00,64.47,32.234,99.25,58.3,2.291,1,22.2,1
2025-03-04 06:30:00,65.3,32.651,95.97,54.26,2.26,1,22,1
2025-03-04 06:40:00,66.3,33.148,94.39,44.76,2.269,1,22,1
2025-03-04 06:50:00,67,33.5,101.1,65.85,2.372,1,21.9,1
2025-03-04 07:00:00,67.58,33.792,101.37,72.21,2.308,1,21.7,1
2025-03-04 07:10:00,67.99,33.993,86.07,65.99,2.373,1,21.9,1
2025-03-04 07:20:00,68.48,34.242,96.88,71.97,2.384,1,22.1,1
2025-03-04 07:30:00,69.15,34.577,99.2,65.69,2.404,1,22.5,1
2025-03-04 07:40:00,69.69,34.847,93.7,66.66,2.345,1,21.8,1
2025-03-04 07:50:00,70.26,35.131,101.25,72.91,2.323,1,21.6,1
2025-03-04 08:00:00,70.62,35.308,93.72,75.95,2.412,1,22.4,1
2025-03-04 08:10:00,71.1,35.548,95.9,71.94,2.383,1,22.3,1
2025-03-04 08:20:00,71.7,35.852,98.49,68.11,2.427,1,22.5,1
2025-03-04 08:30:00,72.16,36.079,95.86,73.18,2.401,1,23,1
2025-03-04 08:40:00,72.81,36.405,96.24,63.59,2.462,1,22.3,1
2025-03-04 08:50:00,73.27,36.635,92.71,69.69,2.445,1,22.7,1
2025-03-04 09:00:00,73.78,36.89,92.89,67.47,2.441,1,23.8,1
2025-03-04 09:10:00,74.49,37.243,100.88,65.53,2.497,1,22.7,1
2025-03-04 09:20:00,75.09,37.546,96.18,65.85,2.497,1,23.8,1
2025-03-04 09:30:00,75.73,37.863,100.17,68.47,2.523,1,23.5,1
2025-03-04 09:40:00,76.02,38.008,91.11,76.61,2.444,1,23.3,1
2025-03-04 09:50:00,76.57,38.285,97.1,69.46,2.492,1,23.9,1
2025-03-04 10:00:00,77.34,38.672,97.25,58.52,2.492,1,24.4,1
2025-03-04 10:10:00,78.05,39.025,98.92,63.56,2.543,1,25.2,1
2025-03-04 10:20:00,79.27,39.637,93.88,32.76,2.581,1,23.8,0
2025-03-04 10:30:00,80.5,40.252,99.51,38.02,2.574,1,23.4,0
2025-03-04 10:40:00,81.63,40.816,96.52,40.04,2.611,1,23.7,0
2025-03-04 10:50:00,82.71,41.355,93.34,39.49,2.635,1,24.4,0
2025-03-04 11:00:00,84.28,42.139,102.93,24.46,2.646,1,24.7,0
2025-03-04 11:10:00,85.72,42.86,99.12,27.03,2.68,1,24.4,0
2025-03-04 11:20:00,86.97,43.483,92.59,30.32,2.716,1,25.5,0
2025-03-04 11:30:00,88.23,44.116,95.04,31.74,2.754,1,24.9,0
2025-03-04 11:40:00,87.77,43.885,0.85,23.98,2.406,0,25,0
2025-03-04 11:50:00,87.19,43.597,0.02,28.75,2.409,0,24.8,0
2025-03-04 12:00:00,86.8,43.398,1.34,21.28,2.344,0,25.7,0
2025-03-04 12:10:00,86.2,43.101,0.79,30.55,2.37,0,25.2,0
2025-03-04 12:20:00,85.91,42.954,0.49,15.17,2.331,0,25.8,0
2025-03-04 12:30:00,85.65,42.824,1.06,14.08,2.374,0,25.6,0
2025-03-04 12:40:00,85.21,42.604,0.66,22.62,2.32,0,25,0
2025-03-04 12:50:00,84.84,42.42,0.35,18.76,2.287,0,25.9,0
2025-03-04 13:00:00,84.41,42.206,0.86,22.27,2.371,0,25.5,0
2025-03-04 13:10:00,84.13,42.065,1.73,15.82,2.282,0,25.4,0
2025-03-04 13:20:00,83.82,41.909,0.93,16.53,2.31,0,25.4,0
2025-03-04 13:30:00,83.5,41.75,2.21,18.13,2.3,0,24.8,0
2025-03-04 13:40:00,83.1,41.551,1.96,21.85,2.317,0,25.9,0
2025-03-04 13:50:00,82.87,41.436,1.19,12.64,2.317,0,25.5,0
2025-03-04 14:00:00,82.5,41.249,1.88,20.61,2.227,0,26.8,0
2025-03-04 14:10:00,81.96,40.979,0.5,27.54,2.24,0,25.7,0
2025-03-04 14:20:00,81.44,40.722,2.53,28.18,2.307,0,26.4,0
2025-03-04 14:30:00,81.05,40.523,2.14,22.03,2.263,0,26.3,0
2025-03-04 14:40:00,80.61,40.303,0.84,22.85,2.231,0,26.6,0
2025-03-04 14:50:00,80.15,40.076,1.34,24.01,2.217,0,26.2,0
2025-03-04 15:00:00,79.61,39.803,1.28,28.6,2.207,0,26.3,0
2025-03-04 15:10:00,78.98,39.49,0.71,32.03,2.179,0,26,0
2025-03-04 15:20:00,78.52,39.262,0.54,23.37,2.216,0,26.3,0
2025-03-04 15:30:00,77.91,38.953,0.81,31.7,2.171,0,26.6,0
2025-03-04 15:40:00,77.48,38.742,1.47,22.62,2.224,0,26.9,0
2025-03-04 15:50:00,76.91,38.457,2.16,30.64,2.172,0,25.4,0
2025-03-04 16:00:00,76.28,38.142,2.17,33.66,2.176,0,27.2,0
2025-03-04 16:10:00,75.52,37.758,0.88,39.31,2.107,0,26.4,0
2025-03-04 16:20:00,74.78,37.389,1.57,38.47,2.095,0,27,0
2025-03-04 16:30:00,73.98,36.989,0.07,40.03,2.102,0,26.6,0
2025-03-04 16:40:00,73.37,36.686,0.53,30.82,2.165,0,26.7,0
2025-03-04 16:50:00,72.52,36.258,0.42,43.24,2.115,0,26.2,0
2025-03-04 17:00:00,71.61,35.804,0.96,46.36,2.108,0,26,0
2025-03-04 17:10:00,70.76,35.378,0.53,43.16,2.044,0,26,0
2025-03-04 17:20:00,69.81,34.907,0.76,47.87,1.994,0,26.1,0
2025-03-04 17:30:00,68.93,34.467,2.09,46.02,2.026,0,26.9,0
2025-03-04 17:40:00,68.02,34.009,1.21,47.03,1.995,0,26,0
2025-03-04 17:50:00,67.11,33.554,2.47,47.96,1.938,0,26.1,0
2025-03-04 18:00:00,66.02,33.012,0.6,54.79,1.901,0,26,0
2025-03-04 18:10:00,64.97,32.485,1.22,53.98,1.925,0,26.5,0
2025-03-04 18:20:00,63.96,31.979,0.86,51.42,1.885,0,26,0
2025-03-04 18:30:00,63.17,31.583,1.19,40.81,1.887,0,26.3,0
2025-03-04 18:40:00,62.1,31.052,0.59,53.68,1.886,0,26,0
2025-03-04 18:50:00,61.1,30.55,0.75,50.95,1.856,0,25.5,0
2025-03-04 19:00:00,60.19,30.097,0.94,46.22,1.789,0,25.9,0
2025-03-04 19:10:00,59.24,29.621,0.44,48.06,1.765,0,25.7,0
2025-03-04 19:20:00,58.36,29.182,1.18,45.11,1.781,0,25.4,0
2025-03-04 19:30:00,57.46,28.732,1.3,46.21,1.748,0,25.6,0
2025-03-04 19:40:00,56.61,28.304,0.62,43.44,1.737,0,25.6,0
2025-03-04 19:50:00,55.78,27.889,1.91,43.39,1.714,0,25.8,0
2025-03-04 20:00:00,54.97,27.486,1.57,41.94,1.715,0,25.3,0
2025-03-04 20:10:00,54.3,27.148,1.43,35.17,1.713,0,25.3,0
2025-03-04 20:20:00,53.56,26.781,0.53,37.22,1.672,0,25.7,0
2025-03-04 20:30:00,52.73,26.363,1.73,43.54,1.607,0,24.7,0
2025-03-04 20:40:00,52.03,26.016,1.87,36.57,1.635,0,24.5,0
2025-03-04 20:50:00,51.37,25.684,1.68,34.94,1.603,0,25.4,0
2025-03-04 21:00:00,50.77,25.383,0.7,30.77,1.644,0,24.8,0
2025-03-04 21:10:00,50.24,25.119,0.56,27.01,1.628,0,24.3,0
2025-03-04 21:20:00,49.75,24.875,0.24,24.55,1.638,0,24.8,0
2025-03-04 21:30:00,49.26,24.632,1.1,25.46,1.626,0,24.6,0
2025-03-04 21:40:00,48.69,24.343,1.86,30.79,1.545,0,24.4,0
2025-03-04 21:50:00,48.14,24.068,0.92,28.37,1.565,0,25.2,0
2025-03-04 22:00:00,47.64,23.822,2.01,26.6,1.531,0,24,0
2025-03-04 22:10:00,47.23,23.614,1.43,22.26,1.516,0,24,0
2025-03-04 22:20:00,46.75,23.376,1.18,25.02,1.514,0,24.5,0
2025-03-04 22:30:00,46.24,23.122,0.47,25.82,1.497,0,24.2,0
2025-03-04 22:40:00,45.77,22.884,0.28,24.13,1.482,0,23.7,0
2025-03-04 22:50:00,45.42,22.708,1.13,18.67,1.474,0,23.3,0
2025-03-04 23:00:00,45.13,22.565,1.7,15.99,1.518,0,22.4,0
2025-03-04 23:10:00,44.78,22.391,1.06,18.54,1.534,0,23.2,0
2025-03-04 23:20:00,46.14,23.068,87.59,19.82,1.869,1,23.5,0
2025-03-04 23:30:00,47.67,23.836,93.26,16.5,1.895,1,23.7,0
2025-03-04 23:40:00,49.12,24.56,88.43,16.01,1.939,1,24,0
2025-03-04 23:50:00,50.55,25.276,86.75,15.13,1.925,1,23.2,0
2025-03-05 00:00:00,52.21,26.106,97.55,14.52,2.014,1,23,0
2025-03-05 00:10:00,53.67,26.833,88.01,15.36,2.006,1,22.6,0
2025-03-05 00:20:00,55.39,27.693,100.23,14.21,2.113,1,23.4,0
2025-03-05 00:30:00,57.09,28.544,96.32,11.24,2.084,1,22.9,0
2025-03-05 00:40:00,58.68,29.34,93.55,13.99,2.152,1,22.4,0
2025-03-05 00:50:00,60.14,30.07,93.88,20.81,2.18,1,22.5,0
2025-03-05 01:00:00,61.67,30.835,93.07,16.62,2.177,1,22.5,0
2025-03-05 01:10:00,63.27,31.636,97.06,16.93,2.189,1,22.2,0
2025-03-05 01:20:00,64.89,32.443,97.58,16.85,2.234,1,21.7,0
2025-03-05 01:30:00,66.42,33.21,93.24,16.59,2.326,1,22.8,0
2025-03-05 01:40:00,68.13,34.066,97.96,12.31,2.327,1,22.1,0
2025-03-05 01:50:00,69.76,34.879,97.22,15.96,2.355,1,21.5,0
2025-03-05 02:00:00,71.27,35.636,90.38,14.65,2.404,1,21.7,0
2025-03-05 02:10:00,72.89,36.444,99.01,18.26,2.422,1,22.5,0
2025-03-05 02:20:00,74.45,37.223,93.19,15.2,2.48,1,21.9,0
2025-03-05 02:30:00,76.12,38.059,96.47,12.96,2.465,1,22.1,0
2025-03-05 02:40:00,77.78,38.891,96.32,13.12,2.546,1,22.6,0
2025-03-05 02:50:00,79.36,39.678,92.84,14.09,2.566,1,21.7,0
2025-03-05 03:00:00,81.06,40.53,99.39,14.17,2.643,1,21.9,0
2025-03-05 03:10:00,82.65,41.323,97.58,18.3,2.654,1,21.8,0
2025-03-05 03:20:00,84.23,42.117,94.91,15.5,2.691,1,21.1,0
2025-03-05 03:30:00,85.75,42.875,97.31,21.51,2.688,1,21.5,0
2025-03-05 03:40:00,87.44,43.721,103.41,18.81,2.749,1,21.9,0
2025-03-05 03:50:00,89.05,44.523,93.07,12.92,2.853,1,21.7,0
2025-03-05 04:00:00,88.57,44.283,0.92,24.95,2.392,0,21.1,0
2025-03-05 04:10:00,88.17,44.085,0.41,20.13,2.471,0,21.3,0
2025-03-05 04:20:00,87.79,43.894,2.24,21.41,2.367,0,21.5,0
2025-03-05 04:30:00,87.34,43.668,0.9,23.49,2.391,0,21.8,0
2025-03-05 04:40:00,86.97,43.487,1.2,19.24,2.35,0,20.7,0
2025-03-05 04:50:00,86.7,43.352,0.97,14.45,2.391,0,22.9,0
2025-03-05 05:00:00,86.17,43.085,0.9,27.59,2.339,0,21.7,0
2025-03-05 05:10:00,85.66,42.828,1.69,27.45,2.344,0,21.8,0
2025-03-05 05:20:00,85.05,42.523,0.36,30.86,2.315,0,21.6,0
2025-03-05 05:30:00,84.6,42.298,0.54,23.07,2.341,0,21.1,0
2025-03-05 05:40:00,84.07,42.036,0.88,27.06,2.321,0,21.4,0
2025-03-05 05:50:00,83.53,41.764,0.18,27.41,2.318,0,21.8,0
2025-03-05 06:00:00,82.86,41.43,0.92,34.3,2.31,0,21.9,0
2025-03-05 06:10:00,82.21,41.104,2.15,34.75,2.295,0,21.8,0
2025-03-05 06:20:00,81.54,40.769,2.29,35.81,2.31,0,22,0
2025-03-05 06:30:00,80.89,40.444,1.51,33.99,2.226,0,22.6,0
2025-03-05 06:40:00,80.1,40.051,0,39.28,2.252,0,22.3,0
2025-03-05 06:50:00,79.38,39.69,1.2,37.27,2.236,0,21.8,0
2025-03-05 07:00:00,78.38,39.192,1.41,51.29,2.178,0,22.2,0
2025-03-05 07:10:00,77.45,38.724,0.87,47.65,2.209,0,22.5,0
2025-03-05 07:20:00,76.46,38.231,1.81,51.05,2.072,0,22.7,0
2025-03-05 07:30:00,75.46,37.728,0.83,51.12,2.157,0,22.5,0
2025-03-05 07:40:00,74.56,37.282,1.23,45.85,2.096,0,22.5,0
2025-03-05 07:50:00,73.69,36.845,1.63,45.37,2.085,0,22.2,0
2025-03-05 08:00:00,72.71,36.353,1.21,50.44,2.107,0,23,0
2025-03-05 08:10:00,71.82,35.908,1.71,46.18,2.064,0,22.7,0
2025-03-05 08:20:00,70.78,35.389,0.86,52.76,2.04,0,23.1,0
